#     BLOCK:   VELOCITY:   ACT_POFV:    AVE_POFV:        ERROR:
          30     1.94454    0.247802    0.351453   0.0119082
          30      2.2981     0.32066    0.370046   0.0102207
          30     2.65165    0.500108    0.330428   0.0102641
          30      3.0052    0.290857    0.318326   0.0149598
          30     3.35876    0.189871    0.219243   0.0100953
          30     3.71231    0.129846    0.122165  0.00686995
          30     4.06586    0.168868    0.103356  0.00768594
          30     4.41942   0.0207942   0.0450715  0.00378114
          30     4.77297  0.00466167   0.0319961  0.00368305
          30     5.12652   0.0354077   0.0278216  0.00319565
          30     5.48008           0  0.00938619  0.00182437
          30     5.83363           0  0.00170928 0.000924959
          30     6.18718           0 0.000567431 0.000475333
          30     6.54074           0           0           0
          30     6.89429           0           0           0
          31    0.176777           0  0.00817946  0.00195278
          31     0.53033   0.0900383   0.0623741  0.00522705
          31    0.883883    0.130265    0.156579   0.0086829
          31     1.23744    0.365705    0.322841  0.00949692
          31     1.59099    0.328883    0.347466     0.01034
