#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
        5434    -3.81687    -3.81554 6.08331e-05
        5435    -3.81656    -3.81554 6.08222e-05
        5436      -3.817    -3.81554 6.08116e-05
        5437    -3.81668    -3.81554 6.08007e-05
        5438     -3.8168    -3.81555   6.079e-05
        5439    -3.81555    -3.81555 6.07788e-05
        5440    -3.81582    -3.81555 6.07677e-05
        5441    -3.81547    -3.81555 6.07565e-05
        5442    -3.81588    -3.81555 6.07454e-05
        5443    -3.81598    -3.81555 6.07342e-05
        5444    -3.81624    -3.81555 6.07232e-05
        5445    -3.81635    -3.81555 6.07123e-05
        5446    -3.81616    -3.81555 6.07012e-05
        5447    -3.81598    -3.81555 6.06901e-05
        5448     -3.8158    -3.81555  6.0679e-05
        5449    -3.81594    -3.81555 6.06679e-05
        5450    -3.81578    -3.81555 6.06568e-05
        5451    -3.81594    -3.81555 6.06457e-05
        5452    -3.81611    -3.81555 6.06347e-05
        5453    -3.81614    -3.81555 6.06236e-05
        5454    -3.81633    -3.81555 6.06127e-05
        5455    -3.81624    -3.81555 6.06017e-05
        5456    -3.81601    -3.81555 6.05907e-05
        5457     -3.8158    -3.81555 6.05796e-05
        5458    -3.81529    -3.81555 6.05685e-05
        5459    -3.81571    -3.81555 6.05574e-05
        5460    -3.81599    -3.81555 6.05464e-05
        5461    -3.81613    -3.81555 6.05354e-05
        5462    -3.81598    -3.81555 6.05244e-05
        5463    -3.81584    -3.81555 6.05133e-05
        5464    -3.81617    -3.81555 6.05023e-05
        5465    -3.81667    -3.81555 6.04916e-05
        5466    -3.81672    -3.81555 6.04809e-05
        5467    -3.81663    -3.81555 6.04702e-05
        5468    -3.81595    -3.81555 6.04592e-05
        5469    -3.81604    -3.81555 6.04482e-05
        5470    -3.81614    -3.81555 6.04372e-05
        5471    -3.81609    -3.81555 6.04263e-05
        5472    -3.81649    -3.81555 6.04155e-05
        5473    -3.81721    -3.81555 6.04052e-05
        5474    -3.81732    -3.81555  6.0395e-05
        5475    -3.81773    -3.81555 6.03853e-05
        5476    -3.81785    -3.81555 6.03757e-05
        5477     -3.8178    -3.81555 6.03661e-05
        5478     -3.8182    -3.81555  6.0357e-05
        5479    -3.81829    -3.81555 6.03481e-05
        5480    -3.81867    -3.81555 6.03398e-05
        5481    -3.81828    -3.81555 6.03308e-05
        5482    -3.81817    -3.81555 6.03217e-05
        5483    -3.81804    -3.81555 6.03124e-05
        5484    -3.81803    -3.81555 6.03031e-05
        5485    -3.81829    -3.81555 6.02942e-05
        5486    -3.81821    -3.81555 6.02851e-05
        5487    -3.81825    -3.81555 6.02761e-05
        5488    -3.81781    -3.81556 6.02666e-05
        5489    -3.81762    -3.81556 6.02567e-05
        5490    -3.81785    -3.81556 6.02472e-05
        5491    -3.81759    -3.81556 6.02374e-05
        5492    -3.81699    -3.81556  6.0227e-05
        5493    -3.81635    -3.81556 6.02162e-05
        5494    -3.81597    -3.81556 6.02053e-05
        5495    -3.81602    -3.81556 6.01944e-05
        5496    -3.81587    -3.81556 6.01835e-05
        5497    -3.81555    -3.81556 6.01725e-05
        5498     -3.8158    -3.81556 6.01616e-05
        5499    -3.81528    -3.81556 6.01507e-05
        5500    -3.81519    -3.81556 6.01398e-05
        5501    -3.81538    -3.81556 6.01288e-05
        5502     -3.8148    -3.81556 6.01181e-05
        5503    -3.81482    -3.81556 6.01073e-05
        5504    -3.81452    -3.81556 6.00967e-05
        5505    -3.81393    -3.81556 6.00865e-05
        5506    -3.81317    -3.81556 6.00771e-05
        5507    -3.81257    -3.81556 6.00687e-05
        5508    -3.81228    -3.81555 6.00607e-05
        5509    -3.81214    -3.81555  6.0053e-05
        5510    -3.81125    -3.81555 6.00472e-05
        5511    -3.81052    -3.81555 6.00432e-05
        5512    -3.80965    -3.81555 6.00419e-05
        5513    -3.80985    -3.81555 6.00399e-05
        5514    -3.80961    -3.81555 6.00387e-05
        5515    -3.80968    -3.81555 6.00372e-05
        5516    -3.80947    -3.81555 6.00365e-05
        5517    -3.80913    -3.81555 6.00369e-05
        5518    -3.80835    -3.81554 6.00401e-05
        5519    -3.80791    -3.81554 6.00452e-05
        5520    -3.80764    -3.81554 6.00514e-05
        5521     -3.8077    -3.81554 6.00573e-05
        5522    -3.80764    -3.81554 6.00635e-05
        5523    -3.80778    -3.81554  6.0069e-05
        5524    -3.80766    -3.81554 6.00751e-05
        5525    -3.80789    -3.81553 6.00802e-05
        5526    -3.80741    -3.81553 6.00873e-05
        5527    -3.80744    -3.81553 6.00942e-05
        5528    -3.80737    -3.81553 6.01015e-05
        5529    -3.80737    -3.81553 6.01088e-05
        5530    -3.80788    -3.81553 6.01138e-05
        5531      -3.808    -3.81553 6.01183e-05
        5532    -3.80849    -3.81552 6.01209e-05
        5533    -3.80919    -3.81552  6.0121e-05
        5534    -3.80964    -3.81552 6.01195e-05
        5535    -3.81015    -3.81552 6.01165e-05
        5536      -3.811    -3.81552 6.01112e-05
        5537    -3.81144    -3.81552 6.01048e-05
        5538    -3.81205    -3.81552 6.00973e-05
        5539    -3.81269    -3.81552 6.00886e-05
        5540    -3.81378    -3.81552 6.00785e-05
        5541    -3.81488    -3.81552 6.00678e-05
        5542    -3.81536    -3.81552  6.0057e-05
        5543    -3.81628    -3.81552 6.00463e-05
        5544    -3.81671    -3.81552 6.00359e-05
        5545    -3.81726    -3.81552 6.00259e-05
        5546    -3.81762    -3.81552 6.00162e-05
        5547    -3.81884    -3.81552 6.00084e-05
        5548    -3.81925    -3.81552 6.00013e-05
        5549    -3.81962    -3.81552 5.99951e-05
        5550    -3.81963    -3.81552 5.99888e-05
        5551    -3.82004    -3.81552 5.99835e-05
        5552    -3.82026    -3.81552 5.99788e-05
        5553    -3.82073    -3.81552 5.99753e-05
        5554    -3.82099    -3.81553 5.99726e-05
        5555    -3.82122    -3.81553 5.99706e-05
        5556    -3.82141    -3.81553 5.99691e-05
        5557     -3.8214    -3.81553 5.99676e-05
        5558    -3.82121    -3.81553 5.99656e-05
        5559    -3.82159    -3.81553 5.99647e-05
        5560    -3.82119    -3.81553 5.99625e-05
        5561    -3.82106    -3.81553   5.996e-05
        5562     -3.8209    -3.81553  5.9957e-05
        5563    -3.82056    -3.81553  5.9953e-05
        5564    -3.82035    -3.81554 5.99485e-05
        5565    -3.82043    -3.81554 5.99441e-05
        5566    -3.82003    -3.81554 5.99388e-05
        5567    -3.81992    -3.81554 5.99332e-05
        5568    -3.81994    -3.81554 5.99276e-05
        5569    -3.81964    -3.81554 5.99214e-05
        5570    -3.81919    -3.81554 5.99142e-05
        5571    -3.81948    -3.81554 5.99076e-05
        5572    -3.81901    -3.81554 5.99001e-05
        5573    -3.81838    -3.81554 5.98915e-05
        5574    -3.81806    -3.81554 5.98825e-05
        5575    -3.81773    -3.81554  5.9873e-05
        5576    -3.81771    -3.81554 5.98636e-05
        5577    -3.81724    -3.81554 5.98536e-05
        5578    -3.81679    -3.81554 5.98433e-05
        5579    -3.81695    -3.81554 5.98331e-05
        5580    -3.81622    -3.81554 5.98225e-05
        5581    -3.81581    -3.81554 5.98118e-05
        5582    -3.81587    -3.81554 5.98011e-05
        5583    -3.81565    -3.81554 5.97904e-05
        5584    -3.81561    -3.81554 5.97797e-05
        5585    -3.81528    -3.81554  5.9769e-05
        5586    -3.81514    -3.81554 5.97584e-05
        5587    -3.81472    -3.81554 5.97478e-05
        5588    -3.81448    -3.81554 5.97375e-05
        5589    -3.81441    -3.81554 5.97271e-05
        5590    -3.81422    -3.81554 5.97169e-05
        5591    -3.81391    -3.81554 5.97069e-05
        5592    -3.81392    -3.81554  5.9697e-05
        5593    -3.81365    -3.81554 5.96873e-05
        5594     -3.8137    -3.81554 5.96775e-05
        5595    -3.81362    -3.81554 5.96678e-05
        5596     -3.8134    -3.81554 5.96584e-05
        5597    -3.81335    -3.81554  5.9649e-05
        5598    -3.81423    -3.81554 5.96388e-05
        5599    -3.81452    -3.81554 5.96284e-05
        5600    -3.81436    -3.81554 5.96182e-05
        5601    -3.81467    -3.81554 5.96077e-05
        5602    -3.81484    -3.81554 5.95972e-05
        5603    -3.81518    -3.81554 5.95866e-05
        5604    -3.81522    -3.81554  5.9576e-05
        5605    -3.81543    -3.81554 5.95654e-05
        5606    -3.81565    -3.81554 5.95548e-05
        5607    -3.81573    -3.81554 5.95441e-05
        5608    -3.81597    -3.81554 5.95336e-05
        5609    -3.81606    -3.81554  5.9523e-05
        5610    -3.81632    -3.81554 5.95126e-05
        5611    -3.81627    -3.81554 5.95021e-05
        5612    -3.81668    -3.81554 5.94919e-05
        5613    -3.81755    -3.81554 5.94823e-05
        5614     -3.8175    -3.81554 5.94728e-05
        5615    -3.81805    -3.81554 5.94639e-05
        5616    -3.81829    -3.81554 5.94553e-05
        5617    -3.81821    -3.81554 5.94466e-05
        5618    -3.81856    -3.81554 5.94384e-05
        5619    -3.81859    -3.81554 5.94303e-05
        5620    -3.81845    -3.81554  5.9422e-05
        5621    -3.81874    -3.81555 5.94142e-05
        5622    -3.81915    -3.81555  5.9407e-05
        5623    -3.81953    -3.81555 5.94007e-05
        5624    -3.81943    -3.81555 5.93942e-05
        5625     -3.8193    -3.81555 5.93874e-05
        5626    -3.81944    -3.81555 5.93808e-05
        5627    -3.81986    -3.81555 5.93752e-05
        5628    -3.81965    -3.81555 5.93691e-05
        5629    -3.81986    -3.81555 5.93635e-05
        5630     -3.8196    -3.81555 5.93573e-05
        5631    -3.81946    -3.81555 5.93509e-05
        5632      -3.819    -3.81555 5.93435e-05
        5633    -3.81883    -3.81555 5.93358e-05
        5634    -3.81879    -3.81555  5.9328e-05
        5635    -3.81859    -3.81555   5.932e-05
        5636    -3.81868    -3.81556  5.9312e-05
        5637     -3.8183    -3.81556 5.93035e-05
        5638    -3.81717    -3.81556 5.92937e-05
        5639    -3.81724    -3.81556 5.92839e-05
        5640    -3.81685    -3.81556 5.92738e-05
        5641    -3.81676    -3.81556 5.92637e-05
        5642    -3.81683    -3.81556 5.92536e-05
        5643    -3.81659    -3.81556 5.92434e-05
        5644    -3.81621    -3.81556  5.9233e-05
        5645    -3.81628    -3.81556 5.92227e-05
        5646    -3.81605    -3.81556 5.92123e-05
        5647    -3.81644    -3.81556  5.9202e-05
        5648    -3.81638    -3.81556 5.91917e-05
        5649    -3.81603    -3.81556 5.91813e-05
        5650    -3.81599    -3.81556 5.91708e-05
        5651    -3.81566    -3.81556 5.91604e-05
        5652    -3.81489    -3.81556   5.915e-05
        5653    -3.81503    -3.81556 5.91396e-05
        5654    -3.81504    -3.81556 5.91292e-05
        5655    -3.81521    -3.81556 5.91188e-05
        5656    -3.81494    -3.81556 5.91085e-05
        5657    -3.81469    -3.81556 5.90982e-05
        5658    -3.81445    -3.81556 5.90881e-05
        5659    -3.81423    -3.81556 5.90781e-05
        5660    -3.81386    -3.81556 5.90684e-05
        5661    -3.81367    -3.81556 5.90589e-05
        5662    -3.81348    -3.81556 5.90497e-05
        5663    -3.81375    -3.81556 5.90401e-05
        5664    -3.81343    -3.81556 5.90309e-05
        5665    -3.81342    -3.81555 5.90216e-05
        5666    -3.81387    -3.81555  5.9012e-05
        5667    -3.81371    -3.81555 5.90025e-05
        5668    -3.81355    -3.81555 5.89931e-05
        5669    -3.81399    -3.81555 5.89833e-05
        5670    -3.81382    -3.81555 5.89737e-05
        5671    -3.81395    -3.81555  5.8964e-05
        5672    -3.81422    -3.81555 5.89541e-05
        5673    -3.81447    -3.81555  5.8944e-05
        5674    -3.81411    -3.81555 5.89342e-05
        5675    -3.81433    -3.81555 5.89242e-05
        5676    -3.81409    -3.81555 5.89143e-05
        5677    -3.81413    -3.81555 5.89045e-05
        5678      -3.814    -3.81555 5.88948e-05
        5679    -3.81326    -3.81555 5.88858e-05
        5680    -3.81341    -3.81555 5.88766e-05
        5681    -3.81339    -3.81555 5.88675e-05
        5682    -3.81322    -3.81555 5.88585e-05
        5683    -3.81289    -3.81555 5.88501e-05
        5684    -3.81225    -3.81555 5.88426e-05
        5685    -3.81192    -3.81555 5.88357e-05
        5686     -3.8119    -3.81555 5.88288e-05
        5687    -3.81219    -3.81555 5.88214e-05
        5688    -3.81205    -3.81555 5.88143e-05
        5689    -3.81223    -3.81555 5.88069e-05
        5690    -3.81228    -3.81554 5.87993e-05
        5691    -3.81236    -3.81554 5.87917e-05
        5692    -3.81248    -3.81554 5.87838e-05
        5693    -3.81278    -3.81554 5.87755e-05
        5694    -3.81298    -3.81554 5.87669e-05
        5695    -3.81291    -3.81554 5.87584e-05
        5696    -3.81259    -3.81554 5.87504e-05
        5697    -3.81261    -3.81554 5.87423e-05
        5698    -3.81253    -3.81554 5.87344e-05
        5699    -3.81265    -3.81554 5.87263e-05
        5700     -3.8128    -3.81554 5.87179e-05
        5701     -3.8133    -3.81554  5.8709e-05
        5702    -3.81382    -3.81554 5.86994e-05
        5703    -3.81408    -3.81554 5.86897e-05
        5704    -3.81482    -3.81554 5.86795e-05
        5705    -3.81527    -3.81554 5.86693e-05
        5706    -3.81559    -3.81554  5.8659e-05
        5707    -3.81637    -3.81554 5.86489e-05
        5708    -3.81729    -3.81554 5.86394e-05
        5709    -3.81761    -3.81554 5.86303e-05
        5710    -3.81838    -3.81554 5.86221e-05
        5711    -3.81853    -3.81554 5.86142e-05
        5712    -3.81881    -3.81554 5.86067e-05
        5713    -3.81892    -3.81554 5.85995e-05
        5714    -3.82007    -3.81554 5.85946e-05
        5715    -3.82028    -3.81554 5.85902e-05
        5716    -3.82077    -3.81554  5.8587e-05
        5717    -3.82107    -3.81555 5.85848e-05
        5718    -3.82135    -3.81555 5.85833e-05
        5719    -3.82144    -3.81555 5.85821e-05
        5720    -3.82211    -3.81555 5.85831e-05
        5721    -3.82229    -3.81555 5.85847e-05
        5722    -3.82274    -3.81555  5.8588e-05
        5723    -3.82255    -3.81555 5.85905e-05
        5724    -3.82309    -3.81555 5.85951e-05
        5725    -3.82299    -3.81555 5.85993e-05
        5726    -3.82317    -3.81556 5.86041e-05
        5727    -3.82346    -3.81556 5.86101e-05
        5728    -3.82327    -3.81556 5.86153e-05
        5729    -3.82305    -3.81556 5.86197e-05
        5730    -3.82281    -3.81556 5.86231e-05
        5731    -3.82239    -3.81556 5.86249e-05
        5732    -3.82224    -3.81556 5.86263e-05
        5733    -3.82193    -3.81556 5.86266e-05
        5734    -3.82159    -3.81557 5.86258e-05
        5735    -3.82185    -3.81557 5.86258e-05
        5736     -3.8218    -3.81557 5.86257e-05
        5737    -3.82159    -3.81557 5.86248e-05
        5738    -3.82077    -3.81557 5.86216e-05
        5739    -3.82055    -3.81557 5.86178e-05
        5740    -3.82048    -3.81557 5.86138e-05
        5741    -3.82057    -3.81557 5.86101e-05
        5742    -3.82067    -3.81557 5.86066e-05
        5743    -3.82046    -3.81557 5.86026e-05
        5744    -3.82012    -3.81558 5.85977e-05
        5745    -3.81979    -3.81558 5.85921e-05
        5746    -3.81947    -3.81558 5.85858e-05
        5747    -3.81901    -3.81558 5.85787e-05
        5748    -3.81901    -3.81558 5.85715e-05
        5749    -3.81903    -3.81558 5.85644e-05
        5750    -3.81875    -3.81558 5.85568e-05
        5751    -3.81849    -3.81558 5.85488e-05
        5752    -3.81733    -3.81558 5.85395e-05
        5753    -3.81723    -3.81558   5.853e-05
        5754    -3.81638    -3.81558   5.852e-05
        5755     -3.8163    -3.81558 5.85099e-05
        5756    -3.81652    -3.81558    5.85e-05
        5757    -3.81659    -3.81558 5.84901e-05
        5758    -3.81666    -3.81558 5.84802e-05
        5759    -3.81657    -3.81558 5.84703e-05
        5760    -3.81633    -3.81558 5.84603e-05
        5761    -3.81594    -3.81558 5.84502e-05
        5762    -3.81584    -3.81558 5.84401e-05
        5763    -3.81588    -3.81558   5.843e-05
        5764    -3.81547    -3.81558 5.84198e-05
        5765    -3.81504    -3.81558 5.84098e-05
        5766    -3.81476    -3.81558 5.83998e-05
        5767    -3.81492    -3.81558 5.83898e-05
        5768    -3.81476    -3.81558 5.83799e-05
        5769     -3.8146    -3.81558   5.837e-05
        5770    -3.81428    -3.81558 5.83603e-05
        5771    -3.81395    -3.81558 5.83509e-05
        5772    -3.81377    -3.81558 5.83416e-05
        5773    -3.81358    -3.81558 5.83325e-05
        5774    -3.81339    -3.81558 5.83237e-05
        5775    -3.81336    -3.81558 5.83148e-05
        5776    -3.81318    -3.81558 5.83062e-05
        5777     -3.8133    -3.81558 5.82975e-05
        5778    -3.81314    -3.81558 5.82889e-05
        5779    -3.81299    -3.81558 5.82805e-05
        5780    -3.81316    -3.81558  5.8272e-05
        5781     -3.8132    -3.81558 5.82633e-05
        5782    -3.81341    -3.81558 5.82544e-05
        5783    -3.81381    -3.81558 5.82452e-05
        5784    -3.81423    -3.81558 5.82356e-05
        5785    -3.81407    -3.81557 5.82261e-05
        5786    -3.81395    -3.81557 5.82167e-05
        5787    -3.81355    -3.81557 5.82077e-05
        5788    -3.81364    -3.81557 5.81986e-05
        5789     -3.8136    -3.81557 5.81895e-05
        5790    -3.81373    -3.81557 5.81804e-05
        5791    -3.81404    -3.81557 5.81709e-05
        5792    -3.81391    -3.81557 5.81616e-05
        5793    -3.81409    -3.81557 5.81521e-05
        5794    -3.81381    -3.81557 5.81429e-05
        5795    -3.81415    -3.81557 5.81333e-05
        5796    -3.81508    -3.81557 5.81234e-05
        5797    -3.81509    -3.81557 5.81134e-05
        5798    -3.81509    -3.81557 5.81035e-05
        5799    -3.81537    -3.81557 5.80934e-05
        5800    -3.81533    -3.81557 5.80834e-05
        5801    -3.81542    -3.81557 5.80734e-05
        5802    -3.81534    -3.81557 5.80634e-05
        5803    -3.81539    -3.81557 5.80534e-05
        5804    -3.81572    -3.81557 5.80434e-05
        5805    -3.81575    -3.81557 5.80335e-05
        5806    -3.81606    -3.81557 5.80235e-05
        5807    -3.81592    -3.81557 5.80136e-05
        5808    -3.81577    -3.81557 5.80036e-05
        5809    -3.81624    -3.81557 5.79937e-05
        5810    -3.81656    -3.81557  5.7984e-05
        5811    -3.81689    -3.81557 5.79744e-05
        5812    -3.81678    -3.81557 5.79648e-05
        5813    -3.81698    -3.81557 5.79554e-05
        5814     -3.8169    -3.81557 5.79458e-05
        5815    -3.81669    -3.81557 5.79362e-05
        5816     -3.8168    -3.81557 5.79266e-05
        5817    -3.81692    -3.81557 5.79171e-05
        5818    -3.81751    -3.81557 5.79081e-05
        5819    -3.81782    -3.81557 5.78995e-05
        5820    -3.81828    -3.81557 5.78914e-05
        5821     -3.8183    -3.81558 5.78833e-05
        5822    -3.81846    -3.81558 5.78755e-05
        5823    -3.81833    -3.81558 5.78675e-05
        5824    -3.81804    -3.81558 5.78591e-05
        5825    -3.81805    -3.81558 5.78508e-05
        5826     -3.8188    -3.81558 5.78435e-05
        5827    -3.81909    -3.81558 5.78367e-05
        5828     -3.8189    -3.81558 5.78296e-05
        5829    -3.81915    -3.81558 5.78229e-05
        5830    -3.81908    -3.81558 5.78161e-05
        5831    -3.81914    -3.81558 5.78094e-05
        5832    -3.81902    -3.81558 5.78025e-05
        5833    -3.81934    -3.81558 5.77962e-05
        5834    -3.81904    -3.81558 5.77893e-05
        5835    -3.81901    -3.81558 5.77824e-05
        5836    -3.81897    -3.81558 5.77754e-05
        5837    -3.81922    -3.81558 5.77689e-05
        5838    -3.81899    -3.81558 5.77619e-05
        5839    -3.81905    -3.81559 5.77551e-05
        5840    -3.81864    -3.81559 5.77476e-05
        5841    -3.81867    -3.81559 5.77401e-05
        5842    -3.81854    -3.81559 5.77324e-05
        5843    -3.81825    -3.81559 5.77243e-05
        5844    -3.81794    -3.81559 5.77159e-05
        5845    -3.81733    -3.81559 5.77068e-05
        5846    -3.81656    -3.81559 5.76971e-05
        5847    -3.81578    -3.81559 5.76873e-05
        5848     -3.8153    -3.81559 5.76774e-05
        5849    -3.81512    -3.81559 5.76676e-05
        5850    -3.81524    -3.81559 5.76578e-05
        5851    -3.81506    -3.81559  5.7648e-05
        5852    -3.81517    -3.81559 5.76382e-05
        5853    -3.81483    -3.81559 5.76285e-05
        5854     -3.8148    -3.81559 5.76188e-05
        5855    -3.81431    -3.81559 5.76094e-05
        5856    -3.81399    -3.81559 5.76002e-05
        5857    -3.81412    -3.81559 5.75909e-05
        5858    -3.81412    -3.81559 5.75816e-05
        5859    -3.81427    -3.81559 5.75722e-05
        5860    -3.81414    -3.81559 5.75629e-05
        5861    -3.81418    -3.81559 5.75536e-05
        5862    -3.81438    -3.81559 5.75442e-05
        5863    -3.81446    -3.81559 5.75347e-05
        5864    -3.81487    -3.81559  5.7525e-05
        5865    -3.81485    -3.81559 5.75153e-05
        5866     -3.8147    -3.81559 5.75057e-05
        5867    -3.81444    -3.81559 5.74962e-05
        5868    -3.81496    -3.81558 5.74865e-05
        5869    -3.81521    -3.81558 5.74768e-05
        5870    -3.81489    -3.81558 5.74671e-05
        5871    -3.81491    -3.81558 5.74574e-05
        5872     -3.8148    -3.81558 5.74478e-05
        5873    -3.81548    -3.81558  5.7438e-05
        5874    -3.81587    -3.81558 5.74283e-05
        5875    -3.81644    -3.81558 5.74187e-05
        5876    -3.81657    -3.81558 5.74091e-05
        5877    -3.81686    -3.81559 5.73998e-05
        5878     -3.8173    -3.81559 5.73908e-05
        5879     -3.8179    -3.81559 5.73824e-05
        5880    -3.81805    -3.81559 5.73741e-05
        5881    -3.81894    -3.81559 5.73672e-05
        5882    -3.81891    -3.81559 5.73602e-05
        5883    -3.81962    -3.81559 5.73546e-05
        5884    -3.81956    -3.81559 5.73488e-05
        5885    -3.81993    -3.81559 5.73438e-05
        5886    -3.82013    -3.81559 5.73392e-05
        5887    -3.82001    -3.81559 5.73344e-05
        5888    -3.81942    -3.81559 5.73283e-05
        5889    -3.81941    -3.81559 5.73222e-05
        5890    -3.81938    -3.81559 5.73161e-05
        5891    -3.81949    -3.81559 5.73102e-05
        5892    -3.81973    -3.81559 5.73048e-05
        5893    -3.81981    -3.81559 5.72995e-05
        5894    -3.82002     -3.8156 5.72947e-05
        5895    -3.82007     -3.8156   5.729e-05
        5896     -3.8201     -3.8156 5.72854e-05
        5897    -3.82027     -3.8156 5.72812e-05
        5898    -3.82028     -3.8156 5.72769e-05
        5899    -3.82012     -3.8156 5.72723e-05
        5900    -3.82025     -3.8156  5.7268e-05
        5901     -3.8202     -3.8156 5.72637e-05
        5902       -3.82     -3.8156 5.72588e-05
        5903    -3.81977     -3.8156 5.72535e-05
        5904    -3.82028     -3.8156 5.72492e-05
        5905    -3.82017     -3.8156 5.72448e-05
        5906    -3.81988     -3.8156 5.72396e-05
        5907    -3.81987    -3.81561 5.72345e-05
        5908    -3.81953    -3.81561 5.72287e-05
        5909    -3.81902    -3.81561 5.72219e-05
        5910    -3.81894    -3.81561  5.7215e-05
        5911    -3.81884    -3.81561 5.72079e-05
        5912    -3.81841    -3.81561 5.72002e-05
        5913    -3.81812    -3.81561 5.71921e-05
        5914    -3.81765    -3.81561 5.71835e-05
        5915    -3.81732    -3.81561 5.71746e-05
        5916    -3.81713    -3.81561 5.71655e-05
        5917    -3.81692    -3.81561 5.71562e-05
        5918    -3.81656    -3.81561 5.71468e-05
        5919    -3.81619    -3.81561 5.71372e-05
        5920    -3.81567    -3.81561 5.71276e-05
        5921    -3.81559    -3.81561 5.71179e-05
        5922    -3.81523    -3.81561 5.71083e-05
        5923    -3.81502    -3.81561 5.70988e-05
        5924    -3.81467    -3.81561 5.70894e-05
        5925    -3.81404    -3.81561 5.70803e-05
        5926    -3.81403    -3.81561 5.70713e-05
        5927    -3.81389    -3.81561 5.70624e-05
        5928    -3.81331    -3.81561 5.70541e-05
        5929    -3.81291    -3.81561 5.70463e-05
        5930    -3.81239    -3.81561 5.70393e-05
        5931    -3.81204    -3.81561 5.70328e-05
        5932    -3.81158    -3.81561 5.70273e-05
        5933    -3.81189    -3.81561 5.70211e-05
        5934    -3.81163    -3.81561 5.70154e-05
        5935    -3.81169     -3.8156 5.70096e-05
        5936    -3.81117     -3.8156 5.70049e-05
        5937    -3.81143     -3.8156 5.69996e-05
        5938    -3.81126     -3.8156 5.69947e-05
        5939     -3.8114     -3.8156 5.69895e-05
        5940    -3.81156     -3.8156  5.6984e-05
        5941    -3.81173     -3.8156 5.69781e-05
        5942    -3.81221     -3.8156 5.69714e-05
        5943    -3.81209     -3.8156 5.69649e-05
        5944    -3.81182     -3.8156 5.69588e-05
        5945      -3.812     -3.8156 5.69524e-05
        5946    -3.81279     -3.8156 5.69448e-05
        5947    -3.81296     -3.8156  5.6937e-05
        5948    -3.81252     -3.8156 5.69298e-05
        5949    -3.81298     -3.8156 5.69219e-05
        5950    -3.81342     -3.8156 5.69135e-05
        5951    -3.81309     -3.8156 5.69055e-05
        5952     -3.8132    -3.81559 5.68974e-05
        5953    -3.81254    -3.81559 5.68901e-05
        5954    -3.81322    -3.81559  5.6882e-05
        5955    -3.81358    -3.81559 5.68734e-05
        5956    -3.81346    -3.81559  5.6865e-05
        5957    -3.81364    -3.81559 5.68564e-05
        5958     -3.8138    -3.81559 5.68476e-05
        5959     -3.8138    -3.81559 5.68389e-05
        5960    -3.81349    -3.81559 5.68305e-05
        5961    -3.81348    -3.81559  5.6822e-05
        5962    -3.81332    -3.81559 5.68138e-05
        5963    -3.81301    -3.81559 5.68059e-05
        5964    -3.81258    -3.81559 5.67986e-05
        5965    -3.81247    -3.81559 5.67915e-05
        5966    -3.81223    -3.81559 5.67848e-05
        5967    -3.81174    -3.81559 5.67789e-05
        5968    -3.81175    -3.81559 5.67731e-05
        5969    -3.81152    -3.81559 5.67676e-05
        5970    -3.81152    -3.81559 5.67622e-05
        5971    -3.81204    -3.81559 5.67558e-05
        5972    -3.81175    -3.81559 5.67499e-05
        5973    -3.81185    -3.81558 5.67439e-05
        5974    -3.81281    -3.81558 5.67363e-05
        5975    -3.81356    -3.81558 5.67278e-05
        5976    -3.81441    -3.81558 5.67186e-05
        5977     -3.8152    -3.81558 5.67092e-05
        5978    -3.81623    -3.81558 5.66998e-05
        5979     -3.8175    -3.81558 5.66912e-05
        5980    -3.81867    -3.81558 5.66841e-05
        5981    -3.81975    -3.81559 5.66789e-05
        5982    -3.82039    -3.81559 5.66751e-05
        5983    -3.82151    -3.81559 5.66743e-05
        5984    -3.82262    -3.81559  5.6677e-05
        5985    -3.82355    -3.81559 5.66831e-05
        5986    -3.82473    -3.81559 5.66942e-05
        5987    -3.82631    -3.81559  5.6713e-05
        5988    -3.82675    -3.81559 5.67341e-05
        5989    -3.82725     -3.8156  5.6758e-05
        5990    -3.82826     -3.8156 5.67879e-05
        5991    -3.82887     -3.8156 5.68216e-05
        5992    -3.82951     -3.8156 5.68596e-05
        5993     -3.8293    -3.81561  5.6896e-05
        5994    -3.82988    -3.81561 5.69363e-05
        5995     -3.8299    -3.81561 5.69766e-05
        5996    -3.82997    -3.81561 5.70175e-05
        5997     -3.8295    -3.81562  5.7055e-05
        5998     -3.8294    -3.81562 5.70918e-05
        5999    -3.82968    -3.81562 5.71304e-05
        6000    -3.82944    -3.81562 5.71672e-05
        6001    -3.82883    -3.81562 5.72001e-05
        6002    -3.82818    -3.81563 5.72288e-05
        6003    -3.82748    -3.81563 5.72533e-05
        6004    -3.82705    -3.81563 5.72753e-05
        6005    -3.82644    -3.81563 5.72941e-05
        6006    -3.82566    -3.81563 5.73089e-05
        6007    -3.82517    -3.81564 5.73213e-05
        6008    -3.82421    -3.81564 5.73296e-05
        6009     -3.8237    -3.81564 5.73357e-05
        6010    -3.82303    -3.81564 5.73393e-05
        6011    -3.82267    -3.81564 5.73417e-05
        6012    -3.82246    -3.81564 5.73434e-05
        6013    -3.82165    -3.81564 5.73426e-05
        6014    -3.82055    -3.81564 5.73388e-05
        6015    -3.81992    -3.81564 5.73337e-05
