#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         620    -5.55987    -5.56141   0.0142949
         621    -5.56069    -5.56141   0.0142719
         622    -5.56071    -5.56141    0.014249
         623    -5.56117    -5.56141   0.0142261
         624    -5.56162    -5.56141   0.0142033
         625    -5.56193    -5.56141   0.0141806
         626    -5.56198    -5.56141   0.0141579
         627    -5.56193    -5.56141   0.0141353
         628    -5.56119    -5.56141   0.0141128
         629    -5.56085    -5.56141   0.0140904
         630    -5.56075    -5.56141    0.014068
         631    -5.56077    -5.56141   0.0140457
         632    -5.56016    -5.56141   0.0140235
         633    -5.55968    -5.56141   0.0140014
         634    -5.55919     -5.5614   0.0139793
         635    -5.55899     -5.5614   0.0139573
         636    -5.55819    -5.56139   0.0139353
         637    -5.55769    -5.56139   0.0139134
         638    -5.55703    -5.56138   0.0138916
         639    -5.55682    -5.56137   0.0138699
         640    -5.55676    -5.56137   0.0138482
         641    -5.55655    -5.56136   0.0138266
         642    -5.55573    -5.56135   0.0138051
         643    -5.55535    -5.56134   0.0137836
         644    -5.55497    -5.56133   0.0137622
         645    -5.55442    -5.56132   0.0137409
         646    -5.55341    -5.56131   0.0137196
         647      -5.553     -5.5613   0.0136984
         648    -5.55214    -5.56128   0.0136773
         649    -5.55143    -5.56127   0.0136562
         650    -5.55104    -5.56125   0.0136352
         651    -5.55021    -5.56123   0.0136143
         652    -5.54986    -5.56122   0.0135934
         653    -5.54955     -5.5612   0.0135726
         654    -5.54898    -5.56118   0.0135519
         655    -5.54877    -5.56116   0.0135312
         656    -5.54847    -5.56114   0.0135106
         657    -5.54808    -5.56112     0.01349
         658    -5.54748     -5.5611   0.0134696
         659    -5.54725    -5.56108   0.0134491
         660    -5.54695    -5.56106   0.0134288
         661    -5.54718    -5.56104   0.0134085
