#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
        7033     1.75727     1.64202    0.001588
        7034     1.75591     1.64204  0.00158786
        7035     1.75466     1.64206  0.00158771
        7036     1.75353     1.64207  0.00158757
        7037     1.75252     1.64209  0.00158742
        7038     1.75165      1.6421  0.00158727
        7039     1.75092     1.64212  0.00158712
        7040     1.75033     1.64213  0.00158697
        7041      1.7499     1.64215  0.00158682
        7042     1.74963     1.64216  0.00158667
        7043     1.74951     1.64218  0.00158651
        7044     1.74956      1.6422  0.00158636
        7045     1.74977     1.64221  0.00158621
        7046     1.75016     1.64223  0.00158606
        7047     1.75071     1.64224  0.00158591
        7048     1.75143     1.64226  0.00158576
        7049     1.75232     1.64227  0.00158561
        7050     1.75337     1.64229  0.00158546
        7051     1.75459      1.6423  0.00158532
        7052     1.75595     1.64232  0.00158518
        7053     1.75747     1.64234  0.00158504
        7054     1.75913     1.64235   0.0015849
        7055     1.76092     1.64237  0.00158476
        7056     1.76283     1.64239  0.00158463
        7057     1.76485      1.6424   0.0015845
        7058     1.76696     1.64242  0.00158437
        7059     1.76915     1.64244  0.00158425
        7060      1.7714     1.64246  0.00158413
        7061     1.77369     1.64248  0.00158402
        7062       1.776      1.6425  0.00158391
        7063     1.77831     1.64251   0.0015838
        7064     1.78059     1.64253  0.00158369
        7065     1.78282     1.64255  0.00158359
        7066     1.78498     1.64257   0.0015835
        7067     1.78704     1.64259  0.00158341
        7068     1.78897     1.64262  0.00158332
        7069     1.79074     1.64264  0.00158323
        7070     1.79234     1.64266  0.00158315
        7071     1.79373     1.64268  0.00158307
        7072     1.79488      1.6427  0.00158299
        7073     1.79579     1.64272  0.00158292
        7074     1.79642     1.64274  0.00158284
        7075     1.79675     1.64277  0.00158277
        7076     1.79676     1.64279  0.00158269
        7077     1.79644     1.64281  0.00158262
        7078     1.79576     1.64283  0.00158254
        7079     1.79472     1.64285  0.00158247
        7080     1.79331     1.64287  0.00158238
        7081     1.79152     1.64289   0.0015823
        7082     1.78934     1.64292  0.00158221
        7083     1.78678     1.64294  0.00158212
        7084     1.78383     1.64296  0.00158202
        7085      1.7805     1.64297  0.00158192
        7086     1.77679     1.64299  0.00158181
        7087     1.77272     1.64301  0.00158169
        7088      1.7683     1.64303  0.00158156
        7089     1.76355     1.64305  0.00158143
        7090     1.75848     1.64306  0.00158129
        7091     1.75312     1.64308  0.00158115
        7092     1.74748     1.64309  0.00158099
        7093      1.7416     1.64311  0.00158083
        7094     1.73549     1.64312  0.00158066
        7095     1.72919     1.64313  0.00158049
        7096     1.72272     1.64314   0.0015803
        7097     1.71611     1.64315  0.00158011
        7098     1.70939     1.64316  0.00157992
        7099     1.70258     1.64317  0.00157972
        7100     1.69573     1.64318  0.00157951
        7101     1.68884     1.64319   0.0015793
        7102     1.68196     1.64319  0.00157909
        7103      1.6751      1.6432  0.00157887
        7104      1.6683      1.6432  0.00157866
        7105     1.66156      1.6432  0.00157844
        7106     1.65492      1.6432  0.00157821
        7107      1.6484      1.6432  0.00157799
        7108     1.64202      1.6432  0.00157777
        7109      1.6358      1.6432  0.00157755
        7110     1.62974      1.6432  0.00157733
        7111     1.62387      1.6432  0.00157711
        7112     1.61821     1.64319  0.00157689
        7113     1.61276     1.64319  0.00157668
        7114     1.60755     1.64318  0.00157646
        7115     1.60258     1.64318  0.00157625
        7116     1.59786     1.64317  0.00157604
        7117      1.5934     1.64317  0.00157584
        7118     1.58923     1.64316  0.00157563
        7119     1.58534     1.64315  0.00157543
        7120     1.58174     1.64314  0.00157523
        7121     1.57845     1.64313  0.00157504
        7122     1.57546     1.64312  0.00157485
        7123     1.57279     1.64311  0.00157466
        7124     1.57043      1.6431  0.00157447
        7125     1.56839     1.64309  0.00157428
        7126     1.56668     1.64308   0.0015741
        7127     1.56529     1.64307  0.00157392
        7128     1.56422     1.64306  0.00157373
        7129     1.56346     1.64305  0.00157355
        7130       1.563     1.64304  0.00157337
        7131     1.56285     1.64303  0.00157319
        7132     1.56298     1.64301  0.00157301
        7133     1.56338       1.643  0.00157283
        7134     1.56404     1.64299  0.00157265
        7135     1.56494     1.64298  0.00157247
        7136     1.56607     1.64297  0.00157228
        7137     1.56741     1.64296   0.0015721
        7138     1.56894     1.64295  0.00157191
        7139     1.57066     1.64294  0.00157172
        7140     1.57254     1.64293  0.00157153
        7141     1.57456     1.64292  0.00157134
        7142     1.57674     1.64291  0.00157115
        7143     1.57903      1.6429  0.00157096
        7144     1.58145     1.64289  0.00157076
        7145     1.58396     1.64289  0.00157056
        7146     1.58658     1.64288  0.00157036
        7147     1.58928     1.64287  0.00157016
        7148     1.59205     1.64286  0.00156996
        7149     1.59489     1.64286  0.00156975
        7150     1.59778     1.64285  0.00156954
        7151     1.60071     1.64284  0.00156934
        7152     1.60368     1.64284  0.00156913
        7153     1.60665     1.64283  0.00156892
        7154     1.60963     1.64283   0.0015687
        7155     1.61258     1.64282  0.00156849
        7156     1.61549     1.64282  0.00156827
        7157     1.61835     1.64282  0.00156806
        7158     1.62112     1.64281  0.00156784
        7159      1.6238     1.64281  0.00156763
        7160     1.62636     1.64281  0.00156741
        7161     1.62878     1.64281  0.00156719
        7162     1.63105     1.64281  0.00156697
        7163     1.63315      1.6428  0.00156676
        7164     1.63507      1.6428  0.00156654
        7165     1.63678      1.6428  0.00156632
        7166     1.63829      1.6428   0.0015661
        7167     1.63959      1.6428  0.00156588
        7168     1.64067      1.6428  0.00156566
        7169     1.64152      1.6428  0.00156544
        7170     1.64215      1.6428  0.00156523
        7171     1.64256      1.6428  0.00156501
        7172     1.64273      1.6428  0.00156479
        7173     1.64269      1.6428  0.00156457
        7174     1.64243      1.6428  0.00156435
        7175     1.64195      1.6428  0.00156414
        7176     1.64127      1.6428  0.00156392
        7177     1.64038      1.6428   0.0015637
        7178      1.6393      1.6428  0.00156348
        7179     1.63804      1.6428  0.00156326
        7180     1.63661      1.6428  0.00156305
        7181     1.63502      1.6428  0.00156283
        7182     1.63327      1.6428  0.00156261
        7183      1.6314     1.64279   0.0015624
        7184      1.6294     1.64279  0.00156218
        7185     1.62731     1.64279  0.00156196
        7186     1.62513     1.64279  0.00156175
        7187     1.62289     1.64278  0.00156153
        7188      1.6206     1.64278  0.00156132
        7189     1.61831     1.64278  0.00156111
        7190     1.61601     1.64277  0.00156089
        7191     1.61376     1.64277  0.00156068
        7192     1.61156     1.64277  0.00156047
        7193     1.60946     1.64276  0.00156026
        7194     1.60748     1.64276  0.00156005
        7195     1.60565     1.64275  0.00155984
        7196     1.60399     1.64275  0.00155964
        7197     1.60254     1.64274  0.00155943
        7198     1.60132     1.64273  0.00155922
        7199     1.60036     1.64273  0.00155902
        7200     1.59967     1.64272  0.00155881
        7201     1.59927     1.64272  0.00155861
        7202     1.59918     1.64271   0.0015584
        7203      1.5994      1.6427   0.0015582
        7204     1.59995      1.6427  0.00155799
        7205     1.60082     1.64269  0.00155779
        7206     1.60203     1.64269  0.00155758
        7207     1.60355     1.64268  0.00155737
        7208     1.60538     1.64268  0.00155717
        7209     1.60751     1.64267  0.00155696
        7210     1.60992     1.64267  0.00155675
        7211      1.6126     1.64266  0.00155654
        7212     1.61553     1.64266  0.00155633
        7213     1.61869     1.64266  0.00155612
        7214     1.62204     1.64265   0.0015559
        7215     1.62557     1.64265  0.00155569
        7216     1.62924     1.64265  0.00155547
        7217     1.63305     1.64265  0.00155526
        7218     1.63695     1.64265  0.00155504
        7219     1.64092     1.64265  0.00155483
        7220     1.64495     1.64265  0.00155461
        7221       1.649     1.64265   0.0015544
        7222     1.65305     1.64265  0.00155418
        7223     1.65708     1.64265  0.00155397
        7224     1.66106     1.64265  0.00155376
        7225     1.66497     1.64266  0.00155354
        7226      1.6688     1.64266  0.00155333
        7227     1.67252     1.64266  0.00155312
        7228     1.67612     1.64267  0.00155292
        7229     1.67958     1.64267  0.00155271
        7230     1.68288     1.64268  0.00155251
        7231     1.68601     1.64269   0.0015523
        7232     1.68897     1.64269   0.0015521
        7233     1.69173      1.6427   0.0015519
        7234     1.69429     1.64271   0.0015517
        7235     1.69665     1.64271  0.00155151
        7236      1.6988     1.64272  0.00155131
        7237     1.70074     1.64273  0.00155112
        7238     1.70246     1.64274  0.00155093
        7239     1.70397     1.64275  0.00155073
        7240     1.70527     1.64275  0.00155054
        7241     1.70636     1.64276  0.00155035
        7242     1.70725     1.64277  0.00155017
        7243     1.70795     1.64278  0.00154998
        7244     1.70846     1.64279  0.00154979
        7245      1.7088      1.6428   0.0015496
        7246     1.70897     1.64281  0.00154942
        7247     1.70899     1.64282  0.00154923
        7248     1.70887     1.64283  0.00154904
        7249     1.70862     1.64284  0.00154886
        7250     1.70825     1.64285  0.00154867
        7251     1.70778     1.64285  0.00154848
        7252     1.70722     1.64286  0.00154829
        7253     1.70658     1.64287   0.0015481
        7254     1.70587     1.64288  0.00154792
        7255     1.70509     1.64289  0.00154773
        7256     1.70428      1.6429  0.00154754
        7257     1.70342     1.64291  0.00154734
        7258     1.70253     1.64291  0.00154715
        7259     1.70162     1.64292  0.00154696
        7260     1.70069     1.64293  0.00154677
        7261     1.69974     1.64294  0.00154658
        7262     1.69878     1.64295  0.00154638
        7263     1.69781     1.64295  0.00154619
        7264     1.69681     1.64296  0.00154599
        7265      1.6958     1.64297   0.0015458
        7266     1.69477     1.64298   0.0015456
        7267      1.6937     1.64298   0.0015454
        7268     1.69258     1.64299  0.00154521
        7269     1.69142       1.643  0.00154501
        7270      1.6902       1.643  0.00154481
        7271     1.68889     1.64301  0.00154461
        7272      1.6875     1.64301  0.00154441
        7273     1.68602     1.64302  0.00154421
        7274     1.68442     1.64303  0.00154401
        7275      1.6827     1.64303   0.0015438
        7276     1.68085     1.64304   0.0015436
        7277     1.67886     1.64304   0.0015434
        7278     1.67673     1.64305  0.00154319
        7279     1.67446     1.64305  0.00154298
        7280     1.67205     1.64305  0.00154278
        7281     1.66949     1.64306  0.00154257
        7282      1.6668     1.64306  0.00154236
        7283     1.66399     1.64306  0.00154215
        7284     1.66107     1.64307  0.00154194
        7285     1.65805     1.64307  0.00154173
        7286     1.65494     1.64307  0.00154152
        7287     1.65178     1.64307  0.00154131
        7288     1.64857     1.64307   0.0015411
        7289     1.64533     1.64307  0.00154089
        7290      1.6421     1.64307  0.00154068
        7291     1.63888     1.64307  0.00154047
        7292      1.6357     1.64307  0.00154025
        7293     1.63257     1.64307  0.00154004
        7294     1.62953     1.64307  0.00153983
        7295     1.62657     1.64307  0.00153962
        7296     1.62372     1.64306  0.00153942
        7297       1.621     1.64306  0.00153921
        7298     1.61841     1.64306    0.001539
        7299     1.61597     1.64305  0.00153879
        7300     1.61369     1.64305  0.00153859
        7301     1.61159     1.64304  0.00153838
        7302     1.60966     1.64304  0.00153818
        7303     1.60793     1.64303  0.00153798
        7304      1.6064     1.64303  0.00153777
        7305     1.60507     1.64302  0.00153757
        7306     1.60395     1.64302  0.00153737
        7307     1.60305     1.64301  0.00153717
        7308     1.60238     1.64301  0.00153697
        7309     1.60193       1.643  0.00153677
        7310     1.60173       1.643  0.00153657
        7311     1.60177     1.64299  0.00153637
        7312     1.60205     1.64299  0.00153617
        7313     1.60259     1.64298  0.00153597
        7314     1.60338     1.64297  0.00153577
        7315     1.60442     1.64297  0.00153557
        7316     1.60572     1.64296  0.00153537
        7317     1.60726     1.64296  0.00153517
        7318     1.60904     1.64296  0.00153496
        7319     1.61105     1.64295  0.00153476
        7320     1.61328     1.64295  0.00153456
        7321     1.61572     1.64294  0.00153435
        7322     1.61835     1.64294  0.00153414
        7323     1.62116     1.64294  0.00153394
        7324     1.62413     1.64293  0.00153373
        7325     1.62723     1.64293  0.00153352
        7326     1.63045     1.64293  0.00153331
        7327     1.63375     1.64293  0.00153311
        7328     1.63713     1.64293   0.0015329
        7329     1.64054     1.64293  0.00153269
        7330     1.64398     1.64293  0.00153248
        7331     1.64742     1.64293  0.00153227
        7332     1.65084     1.64293  0.00153206
        7333     1.65422     1.64293  0.00153185
        7334     1.65755     1.64293  0.00153165
        7335      1.6608     1.64294  0.00153144
        7336     1.66397     1.64294  0.00153123
        7337     1.66704     1.64294  0.00153103
        7338     1.67001     1.64295  0.00153082
        7339     1.67285     1.64295  0.00153062
        7340     1.67557     1.64295  0.00153042
        7341     1.67815     1.64296  0.00153022
        7342      1.6806     1.64296  0.00153002
        7343      1.6829     1.64297  0.00152982
        7344     1.68506     1.64298  0.00152962
        7345     1.68706     1.64298  0.00152942
        7346     1.68889     1.64299  0.00152923
        7347     1.69056     1.64299  0.00152903
        7348     1.69206       1.643  0.00152884
        7349     1.69338     1.64301  0.00152865
        7350     1.69451     1.64301  0.00152846
        7351     1.69545     1.64302  0.00152826
        7352      1.6962     1.64303  0.00152807
        7353     1.69674     1.64304  0.00152788
        7354     1.69707     1.64304  0.00152769
        7355     1.69718     1.64305   0.0015275
        7356     1.69706     1.64306  0.00152731
        7357     1.69672     1.64307  0.00152712
        7358     1.69614     1.64307  0.00152693
        7359     1.69532     1.64308  0.00152674
        7360     1.69426     1.64309  0.00152655
        7361     1.69296     1.64309  0.00152636
        7362     1.69141      1.6431  0.00152616
        7363     1.68962     1.64311  0.00152597
        7364     1.68759     1.64311  0.00152578
        7365     1.68532     1.64312  0.00152558
        7366     1.68282     1.64312  0.00152538
        7367      1.6801     1.64313  0.00152518
        7368     1.67716     1.64313  0.00152498
        7369     1.67402     1.64314  0.00152478
        7370     1.67069     1.64314  0.00152458
        7371     1.66718     1.64314  0.00152438
        7372      1.6635     1.64315  0.00152417
        7373     1.65967     1.64315  0.00152397
        7374     1.65571     1.64315  0.00152376
        7375     1.65163     1.64315  0.00152355
        7376     1.64746     1.64315  0.00152335
        7377     1.64321     1.64315  0.00152314
        7378      1.6389     1.64315  0.00152294
        7379     1.63456     1.64315  0.00152273
        7380      1.6302     1.64315  0.00152252
        7381     1.62586     1.64315  0.00152232
        7382     1.62155     1.64314  0.00152212
        7383      1.6173     1.64314  0.00152191
        7384     1.61313     1.64314  0.00152171
        7385     1.60906     1.64313  0.00152151
        7386     1.60512     1.64313  0.00152132
        7387     1.60134     1.64312  0.00152112
        7388     1.59773     1.64311  0.00152093
        7389     1.59432     1.64311  0.00152074
        7390     1.59112      1.6431  0.00152055
        7391     1.58817     1.64309  0.00152036
        7392     1.58548     1.64309  0.00152017
        7393     1.58305     1.64308  0.00151999
        7394     1.58093     1.64307  0.00151981
        7395     1.57911     1.64306  0.00151963
        7396      1.5776     1.64305  0.00151945
        7397     1.57641     1.64304  0.00151927
        7398     1.57556     1.64303  0.00151909
        7399     1.57503     1.64302  0.00151891
        7400     1.57483     1.64302  0.00151874
        7401     1.57496     1.64301  0.00151856
        7402     1.57541       1.643  0.00151838
        7403     1.57615     1.64299   0.0015182
        7404     1.57719     1.64298  0.00151802
        7405      1.5785     1.64297  0.00151784
        7406     1.58006     1.64296  0.00151766
        7407     1.58186     1.64295  0.00151748
        7408     1.58385     1.64295   0.0015173
        7409     1.58602     1.64294  0.00151711
        7410     1.58833     1.64293  0.00151692
        7411     1.59075     1.64292  0.00151673
        7412     1.59324     1.64292  0.00151654
        7413     1.59576     1.64291  0.00151635
        7414     1.59828      1.6429  0.00151616
        7415     1.60077      1.6429  0.00151597
        7416     1.60317     1.64289  0.00151577
        7417     1.60545     1.64289  0.00151558
        7418     1.60758     1.64288  0.00151538
        7419     1.60951     1.64288  0.00151518
        7420     1.61121     1.64287  0.00151498
        7421     1.61264     1.64287  0.00151479
        7422     1.61378     1.64287  0.00151459
        7423      1.6146     1.64286  0.00151439
        7424     1.61506     1.64286  0.00151419
        7425     1.61515     1.64286  0.00151399
        7426     1.61485     1.64285  0.00151379
        7427     1.61415     1.64285  0.00151359
        7428     1.61304     1.64284  0.00151339
        7429     1.61152     1.64284  0.00151319
        7430      1.6096     1.64284    0.001513
        7431     1.60728     1.64283   0.0015128
        7432     1.60458     1.64283  0.00151261
        7433     1.60152     1.64282  0.00151241
        7434     1.59814     1.64281  0.00151222
        7435     1.59447     1.64281  0.00151203
        7436     1.59054      1.6428  0.00151184
        7437     1.58642     1.64279  0.00151166
        7438     1.58213     1.64278  0.00151148
        7439     1.57775     1.64278   0.0015113
        7440     1.57333     1.64277  0.00151113
        7441     1.56893     1.64276  0.00151096
        7442      1.5646     1.64275  0.00151079
        7443      1.5604     1.64273  0.00151063
        7444      1.5564     1.64272  0.00151047
        7445     1.55264     1.64271  0.00151031
        7446     1.54918      1.6427  0.00151016
        7447     1.54606     1.64269  0.00151002
        7448     1.54331     1.64267  0.00150987
        7449     1.54097     1.64266  0.00150973
        7450     1.53906     1.64264  0.00150959
        7451     1.53761     1.64263  0.00150946
        7452     1.53661     1.64262  0.00150932
        7453     1.53608      1.6426  0.00150919
        7454       1.536     1.64259  0.00150905
        7455     1.53639     1.64257  0.00150892
        7456      1.5372     1.64256  0.00150878
        7457     1.53844     1.64255  0.00150864
        7458     1.54007     1.64253   0.0015085
        7459     1.54206     1.64252  0.00150836
        7460     1.54439     1.64251  0.00150822
        7461     1.54702     1.64249  0.00150807
        7462     1.54992     1.64248  0.00150792
        7463     1.55306     1.64247  0.00150776
        7464     1.55639     1.64246   0.0015076
        7465     1.55989     1.64245  0.00150744
        7466     1.56351     1.64243  0.00150728
        7467     1.56723     1.64242  0.00150711
        7468     1.57101     1.64242  0.00150694
        7469     1.57481     1.64241  0.00150676
        7470     1.57862      1.6424  0.00150659
        7471     1.58239     1.64239  0.00150641
        7472     1.58611     1.64238  0.00150622
        7473     1.58974     1.64237  0.00150604
        7474     1.59328     1.64237  0.00150585
        7475     1.59668     1.64236  0.00150566
        7476     1.59995     1.64236  0.00150547
        7477     1.60305     1.64235  0.00150528
        7478     1.60597     1.64235  0.00150509
        7479      1.6087     1.64234  0.00150489
        7480     1.61123     1.64234   0.0015047
        7481     1.61354     1.64233   0.0015045
        7482     1.61563     1.64233   0.0015043
        7483      1.6175     1.64233  0.00150411
        7484     1.61913     1.64232  0.00150391
        7485     1.62054     1.64232  0.00150371
        7486     1.62171     1.64232  0.00150351
        7487     1.62265     1.64232  0.00150331
        7488     1.62338     1.64231  0.00150311
        7489     1.62388     1.64231  0.00150292
        7490     1.62418     1.64231  0.00150272
        7491     1.62429     1.64231  0.00150252
        7492     1.62422      1.6423  0.00150232
        7493     1.62399      1.6423  0.00150212
        7494      1.6236      1.6423  0.00150192
        7495     1.62309      1.6423  0.00150172
        7496     1.62247     1.64229  0.00150153
        7497     1.62176     1.64229  0.00150133
        7498     1.62098     1.64229  0.00150113
        7499     1.62014     1.64228  0.00150093
        7500     1.61928     1.64228  0.00150074
        7501      1.6184     1.64228  0.00150054
        7502     1.61752     1.64228  0.00150034
        7503     1.61667     1.64227  0.00150015
        7504     1.61585     1.64227  0.00149995
        7505     1.61508     1.64226  0.00149976
        7506     1.61438     1.64226  0.00149956
        7507     1.61376     1.64226  0.00149937
        7508     1.61322     1.64225  0.00149917
        7509     1.61278     1.64225  0.00149898
        7510     1.61245     1.64225  0.00149878
        7511     1.61223     1.64224  0.00149859
        7512     1.61215     1.64224  0.00149839
        7513      1.6122     1.64223   0.0014982
        7514      1.6124     1.64223  0.00149801
        7515     1.61276     1.64223  0.00149781
        7516     1.61329     1.64222  0.00149762
        7517       1.614     1.64222  0.00149742
        7518      1.6149     1.64221  0.00149723
        7519     1.61601     1.64221  0.00149703
        7520     1.61733     1.64221  0.00149684
        7521     1.61888      1.6422  0.00149664
        7522     1.62067      1.6422  0.00149645
        7523     1.62271      1.6422  0.00149625
        7524       1.625      1.6422  0.00149605
        7525     1.62756     1.64219  0.00149585
        7526     1.63039     1.64219  0.00149566
        7527     1.63349     1.64219  0.00149546
        7528     1.63687     1.64219  0.00149526
        7529     1.64052     1.64219  0.00149506
        7530     1.64445     1.64219  0.00149486
        7531     1.64864     1.64219  0.00149466
        7532      1.6531     1.64219  0.00149447
        7533     1.65781      1.6422  0.00149427
        7534     1.66275      1.6422  0.00149407
        7535     1.66791      1.6422  0.00149388
        7536     1.67328     1.64221  0.00149369
        7537     1.67884     1.64221   0.0014935
        7538     1.68456     1.64222  0.00149331
        7539     1.69043     1.64222  0.00149312
        7540     1.69643     1.64223  0.00149294
        7541     1.70253     1.64224  0.00149277
        7542      1.7087     1.64225   0.0014926
        7543     1.71492     1.64226  0.00149243
        7544     1.72116     1.64227  0.00149227
        7545     1.72741     1.64228  0.00149211
        7546     1.73363     1.64229  0.00149196
        7547     1.73979      1.6423  0.00149182
        7548     1.74589     1.64232  0.00149169
        7549     1.75188     1.64233  0.00149156
        7550     1.75774     1.64235  0.00149144
        7551     1.76346     1.64236  0.00149133
        7552     1.76901     1.64238  0.00149123
        7553     1.77437      1.6424  0.00149113
        7554     1.77951     1.64242  0.00149104
        7555     1.78441     1.64243  0.00149097
        7556     1.78906     1.64245   0.0014909
        7557     1.79344     1.64247  0.00149083
        7558     1.79753     1.64249  0.00149078
        7559      1.8013     1.64251  0.00149073
        7560     1.80476     1.64254  0.00149068
        7561     1.80788     1.64256  0.00149065
        7562     1.81066     1.64258  0.00149062
        7563     1.81307      1.6426  0.00149059
        7564     1.81512     1.64263  0.00149057
        7565     1.81679     1.64265  0.00149055
        7566     1.81808     1.64267  0.00149053
        7567     1.81899      1.6427  0.00149052
        7568     1.81951     1.64272   0.0014905
        7569     1.81964     1.64274  0.00149049
        7570     1.81939     1.64277  0.00149047
        7571     1.81876     1.64279  0.00149046
        7572     1.81775     1.64281  0.00149044
        7573     1.81636     1.64283  0.00149042
        7574     1.81462     1.64286   0.0014904
        7575     1.81252     1.64288  0.00149037
        7576     1.81009      1.6429  0.00149033
        7577     1.80734     1.64292   0.0014903
        7578     1.80429     1.64294  0.00149025
        7579     1.80095     1.64297   0.0014902
        7580     1.79735     1.64299  0.00149014
        7581     1.79351     1.64301  0.00149008
        7582     1.78945     1.64303  0.00149001
        7583     1.78521     1.64304  0.00148993
        7584     1.78081     1.64306  0.00148984
        7585     1.77628     1.64308  0.00148975
        7586     1.77163      1.6431  0.00148965
        7587     1.76691     1.64311  0.00148954
        7588     1.76214     1.64313  0.00148943
        7589     1.75734     1.64314  0.00148931
        7590     1.75255     1.64316  0.00148918
        7591     1.74777     1.64317  0.00148905
        7592     1.74305     1.64319  0.00148891
        7593     1.73839      1.6432  0.00148877
        7594     1.73381     1.64321  0.00148862
        7595     1.72934     1.64322  0.00148847
        7596     1.72499     1.64323  0.00148831
        7597     1.72077     1.64324  0.00148815
        7598     1.71668     1.64325  0.00148798
        7599     1.71275     1.64326  0.00148782
        7600     1.70897     1.64327  0.00148765
        7601     1.70535     1.64328  0.00148747
        7602      1.7019     1.64329   0.0014873
        7603     1.69861     1.64329  0.00148712
        7604     1.69551      1.6433  0.00148694
        7605     1.69258     1.64331  0.00148676
        7606     1.68984     1.64331  0.00148658
        7607     1.68729     1.64332  0.00148639
        7608     1.68493     1.64332  0.00148621
        7609     1.68278     1.64333  0.00148602
        7610     1.68083     1.64333  0.00148583
        7611     1.67911     1.64334  0.00148565
        7612     1.67761     1.64334  0.00148546
        7613     1.67635     1.64335  0.00148527
        7614     1.67533     1.64335  0.00148508
        7615     1.67456     1.64336  0.00148489
        7616     1.67404     1.64336   0.0014847
        7617      1.6738     1.64336  0.00148451
        7618     1.67383     1.64337  0.00148432
        7619     1.67414     1.64337  0.00148413
        7620     1.67473     1.64338  0.00148394
        7621     1.67561     1.64338  0.00148375
        7622     1.67678     1.64338  0.00148357
        7623     1.67824     1.64339  0.00148338
        7624     1.67997     1.64339  0.00148319
        7625     1.68197      1.6434  0.00148301
        7626     1.68423      1.6434  0.00148282
        7627     1.68672     1.64341  0.00148264
        7628     1.68944     1.64342  0.00148245
        7629     1.69235     1.64342  0.00148227
        7630     1.69543     1.64343   0.0014821
        7631     1.69865     1.64344  0.00148192
        7632     1.70196     1.64344  0.00148175
        7633     1.70535     1.64345  0.00148157
        7634     1.70875     1.64346   0.0014814
        7635     1.71214     1.64347  0.00148124
        7636     1.71548     1.64348  0.00148107
        7637     1.71871     1.64349  0.00148091
        7638      1.7218      1.6435  0.00148075
        7639     1.72471     1.64351   0.0014806
        7640      1.7274     1.64352  0.00148044
        7641     1.72982     1.64353  0.00148029
        7642     1.73195     1.64354  0.00148015
        7643     1.73376     1.64356     0.00148
        7644     1.73522     1.64357  0.00147985
        7645     1.73631     1.64358  0.00147971
        7646       1.737     1.64359  0.00147957
        7647      1.7373      1.6436  0.00147942
        7648     1.73718     1.64362  0.00147928
        7649     1.73665     1.64363  0.00147914
        7650     1.73572     1.64364  0.00147899
        7651     1.73438     1.64365  0.00147885
        7652     1.73267     1.64366   0.0014787
        7653     1.73059     1.64367  0.00147855
        7654     1.72818     1.64369   0.0014784
        7655     1.72547      1.6437  0.00147824
        7656      1.7225     1.64371  0.00147809
        7657     1.71932     1.64372  0.00147793
        7658     1.71596     1.64373  0.00147776
        7659     1.71249     1.64374   0.0014776
        7660     1.70894     1.64374  0.00147743
        7661     1.70539     1.64375  0.00147726
        7662     1.70187     1.64376  0.00147709
        7663     1.69843     1.64377  0.00147691
        7664     1.69514     1.64377  0.00147673
        7665     1.69203     1.64378  0.00147655
        7666     1.68913     1.64379  0.00147637
        7667     1.68648     1.64379  0.00147619
        7668     1.68412      1.6438  0.00147601
        7669     1.68206      1.6438  0.00147582
        7670     1.68031     1.64381  0.00147564
        7671     1.67889     1.64381  0.00147545
        7672      1.6778     1.64381  0.00147527
        7673     1.67704     1.64382  0.00147508
        7674      1.6766     1.64382   0.0014749
        7675     1.67648     1.64383  0.00147471
        7676     1.67668     1.64383  0.00147452
        7677     1.67718     1.64384  0.00147434
        7678     1.67798     1.64384  0.00147415
        7679     1.67907     1.64385  0.00147397
        7680     1.68044     1.64385  0.00147378
        7681     1.68209     1.64386   0.0014736
        7682       1.684     1.64386  0.00147342
        7683     1.68615     1.64387  0.00147324
        7684     1.68854     1.64387  0.00147306
        7685     1.69114     1.64388  0.00147288
        7686     1.69393     1.64388   0.0014727
        7687     1.69687     1.64389  0.00147252
        7688     1.69993      1.6439  0.00147235
        7689     1.70308     1.64391  0.00147218
        7690     1.70626     1.64391  0.00147201
        7691     1.70944     1.64392  0.00147184
        7692     1.71257     1.64393  0.00147168
        7693      1.7156     1.64394  0.00147152
        7694     1.71849     1.64395  0.00147136
        7695     1.72118     1.64396   0.0014712
        7696     1.72364     1.64397  0.00147105
        7697     1.72582     1.64398  0.00147089
        7698     1.72771     1.64399  0.00147074
        7699     1.72926       1.644  0.00147059
        7700     1.73047     1.64402  0.00147045
        7701     1.73131     1.64403   0.0014703
        7702     1.73179     1.64404  0.00147015
        7703     1.73189     1.64405  0.00147001
        7704     1.73163     1.64406  0.00146986
        7705     1.73102     1.64407  0.00146971
        7706     1.73007     1.64408  0.00146956
        7707      1.7288     1.64409  0.00146941
        7708     1.72724      1.6441  0.00146926
        7709      1.7254     1.64412  0.00146911
        7710     1.72333     1.64413  0.00146895
        7711     1.72105     1.64414   0.0014688
        7712      1.7186     1.64415  0.00146864
        7713       1.716     1.64415  0.00146848
        7714     1.71329     1.64416  0.00146832
        7715      1.7105     1.64417  0.00146815
        7716     1.70766     1.64418  0.00146798
        7717     1.70481     1.64419  0.00146781
        7718     1.70197      1.6442  0.00146764
        7719     1.69918      1.6442  0.00146747
        7720     1.69647     1.64421   0.0014673
        7721     1.69385     1.64422  0.00146712
        7722     1.69136     1.64422  0.00146694
        7723     1.68903     1.64423  0.00146676
        7724     1.68687     1.64423  0.00146658
        7725     1.68491     1.64424   0.0014664
        7726     1.68317     1.64424  0.00146622
        7727     1.68166     1.64425  0.00146604
        7728      1.6804     1.64425  0.00146586
        7729      1.6794     1.64426  0.00146568
        7730     1.67868     1.64426  0.00146549
        7731     1.67825     1.64427  0.00146531
