#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
        3976     1.07713     1.10602  0.00170338
        3977     1.07709     1.10601  0.00170297
        3978     1.07712       1.106  0.00170256
        3979     1.07723       1.106  0.00170215
        3980     1.07742     1.10599  0.00170173
        3981     1.07767     1.10598  0.00170132
        3982     1.07798     1.10597  0.00170091
        3983     1.07835     1.10597   0.0017005
        3984     1.07877     1.10596  0.00170008
        3985     1.07925     1.10595  0.00169967
        3986     1.07977     1.10595  0.00169926
        3987     1.08034     1.10594  0.00169884
        3988     1.08094     1.10594  0.00169843
        3989     1.08159     1.10593  0.00169801
        3990     1.08227     1.10592   0.0016976
        3991     1.08298     1.10592  0.00169718
        3992     1.08373     1.10591  0.00169677
        3993     1.08451     1.10591  0.00169635
        3994     1.08532      1.1059  0.00169593
        3995     1.08615      1.1059  0.00169551
        3996     1.08701     1.10589   0.0016951
        3997      1.0879     1.10589  0.00169468
        3998      1.0888     1.10588  0.00169426
        3999     1.08974     1.10588  0.00169384
        4000      1.0907     1.10588  0.00169342
        4001     1.09167     1.10587    0.001693
        4002     1.09267     1.10587  0.00169258
        4003     1.09369     1.10587  0.00169216
        4004     1.09472     1.10586  0.00169174
        4005     1.09576     1.10586  0.00169132
        4006     1.09681     1.10586   0.0016909
        4007     1.09785     1.10586  0.00169048
        4008     1.09889     1.10585  0.00169006
        4009     1.09993     1.10585  0.00168964
        4010     1.10094     1.10585  0.00168922
        4011     1.10193     1.10585   0.0016888
        4012     1.10288     1.10585  0.00168838
        4013      1.1038     1.10585  0.00168796
        4014     1.10466     1.10585  0.00168753
        4015     1.10546     1.10585  0.00168711
        4016     1.10618     1.10585  0.00168669
        4017     1.10682     1.10585  0.00168627
        4018     1.10737     1.10585  0.00168585
        4019     1.10781     1.10585  0.00168544
        4020     1.10813     1.10585  0.00168502
        4021     1.10831     1.10585   0.0016846
        4022     1.10836     1.10585  0.00168418
        4023     1.10826     1.10585  0.00168376
        4024     1.10799     1.10585  0.00168334
        4025     1.10755     1.10585  0.00168292
        4026     1.10692     1.10585  0.00168251
        4027     1.10611     1.10585  0.00168209
        4028     1.10509     1.10585  0.00168167
        4029     1.10387     1.10585  0.00168125
        4030     1.10243     1.10585  0.00168084
        4031     1.10078     1.10585  0.00168042
        4032     1.09891     1.10585     0.00168
        4033     1.09682     1.10585  0.00167959
        4034     1.09452     1.10584  0.00167917
        4035     1.09199     1.10584  0.00167876
        4036     1.08926     1.10584  0.00167835
        4037     1.08631     1.10583  0.00167794
        4038     1.08317     1.10583  0.00167754
        4039     1.07984     1.10582  0.00167713
        4040     1.07633     1.10581  0.00167673
        4041     1.07266      1.1058  0.00167634
        4042     1.06884     1.10579  0.00167595
        4043     1.06489     1.10578  0.00167557
        4044     1.06083     1.10577  0.00167519
        4045     1.05668     1.10576  0.00167482
        4046     1.05246     1.10575  0.00167446
        4047      1.0482     1.10573   0.0016741
        4048     1.04391     1.10572  0.00167376
        4049     1.03962      1.1057  0.00167342
        4050     1.03535     1.10569   0.0016731
        4051     1.03113     1.10567  0.00167279
        4052     1.02699     1.10565  0.00167249
        4053     1.02294     1.10563   0.0016722
        4054     1.01901     1.10561  0.00167193
        4055     1.01522     1.10558  0.00167166
        4056     1.01159     1.10556  0.00167141
        4057     1.00813     1.10554  0.00167117
        4058     1.00487     1.10551  0.00167094
        4059     1.00182     1.10549  0.00167073
        4060    0.998987     1.10546  0.00167052
        4061    0.996386     1.10543  0.00167033
        4062    0.994025     1.10541  0.00167014
        4063    0.991911     1.10538  0.00166996
        4064     0.99005     1.10535  0.00166979
        4065    0.988446     1.10532  0.00166963
        4066    0.987101     1.10529  0.00166947
        4067    0.986016     1.10526  0.00166932
        4068     0.98519     1.10523  0.00166917
        4069    0.984623      1.1052  0.00166902
        4070    0.984313     1.10517  0.00166888
        4071    0.984258     1.10514  0.00166873
        4072    0.984454     1.10511  0.00166858
        4073    0.984896     1.10508  0.00166844
        4074    0.985578     1.10505  0.00166828
        4075    0.986494     1.10503  0.00166813
        4076    0.987635       1.105  0.00166797
        4077    0.988992     1.10497   0.0016678
        4078    0.990554     1.10494  0.00166763
        4079    0.992307     1.10491  0.00166745
        4080    0.994238     1.10489  0.00166726
        4081    0.996331     1.10486  0.00166706
        4082    0.998571     1.10483  0.00166686
        4083     1.00094     1.10481  0.00166664
        4084     1.00342     1.10478  0.00166642
        4085     1.00599     1.10476  0.00166619
        4086     1.00863     1.10473  0.00166595
        4087     1.01132     1.10471   0.0016657
        4088     1.01404     1.10469  0.00166544
        4089     1.01677     1.10467  0.00166517
        4090     1.01949     1.10465  0.00166489
        4091     1.02218     1.10463  0.00166461
        4092     1.02482     1.10461  0.00166431
        4093      1.0274     1.10459  0.00166401
        4094     1.02991     1.10457  0.00166371
        4095     1.03232     1.10455  0.00166339
        4096     1.03463     1.10454  0.00166308
        4097     1.03682     1.10452  0.00166275
        4098     1.03888      1.1045  0.00166242
        4099     1.04081     1.10449  0.00166209
        4100     1.04259     1.10447  0.00166175
        4101     1.04421     1.10446  0.00166141
        4102     1.04567     1.10444  0.00166107
        4103     1.04696     1.10443  0.00166072
        4104     1.04807     1.10442  0.00166038
        4105     1.04899      1.1044  0.00166003
        4106     1.04973     1.10439  0.00165968
        4107     1.05028     1.10438  0.00165932
        4108     1.05063     1.10436  0.00165897
        4109     1.05077     1.10435  0.00165862
        4110     1.05072     1.10434  0.00165827
        4111     1.05045     1.10432  0.00165792
        4112     1.04999     1.10431  0.00165756
        4113     1.04931      1.1043  0.00165722
        4114     1.04843     1.10428  0.00165687
        4115     1.04735     1.10427  0.00165652
        4116     1.04607     1.10426  0.00165618
        4117     1.04461     1.10424  0.00165584
        4118     1.04296     1.10423  0.00165551
        4119     1.04114     1.10421  0.00165518
        4120     1.03917      1.1042  0.00165485
        4121     1.03705     1.10418  0.00165453
        4122     1.03481     1.10416  0.00165421
        4123     1.03247     1.10414   0.0016539
        4124     1.03005     1.10413   0.0016536
        4125     1.02758     1.10411   0.0016533
        4126     1.02509     1.10409  0.00165301
        4127      1.0226     1.10407  0.00165273
        4128     1.02015     1.10405  0.00165245
        4129     1.01777     1.10403  0.00165219
        4130     1.01548     1.10401  0.00165193
        4131     1.01334     1.10398  0.00165167
        4132     1.01135     1.10396  0.00165142
        4133     1.00956     1.10394  0.00165118
        4134     1.00799     1.10392  0.00165095
        4135     1.00667     1.10389  0.00165071
        4136     1.00561     1.10387  0.00165049
        4137     1.00483     1.10384  0.00165026
        4138     1.00434     1.10382  0.00165004
        4139     1.00414      1.1038  0.00164981
        4140     1.00424     1.10377  0.00164959
        4141     1.00463     1.10375  0.00164937
        4142     1.00531     1.10373  0.00164914
        4143     1.00626      1.1037  0.00164891
        4144     1.00747     1.10368  0.00164868
        4145     1.00892     1.10366  0.00164844
        4146     1.01058     1.10363  0.00164819
        4147     1.01243     1.10361  0.00164794
        4148     1.01445     1.10359  0.00164768
        4149     1.01662     1.10357  0.00164742
        4150     1.01889     1.10355  0.00164715
        4151     1.02126     1.10353  0.00164687
        4152     1.02368     1.10351  0.00164659
        4153     1.02615     1.10349   0.0016463
        4154     1.02864     1.10347    0.001646
        4155     1.03113     1.10345  0.00164569
        4156      1.0336     1.10344  0.00164538
        4157     1.03604     1.10342  0.00164507
        4158     1.03842     1.10341  0.00164475
        4159     1.04075     1.10339  0.00164442
        4160       1.043     1.10338  0.00164409
        4161     1.04517     1.10336  0.00164375
        4162     1.04725     1.10335  0.00164341
        4163     1.04923     1.10334  0.00164307
        4164      1.0511     1.10332  0.00164272
        4165     1.05285     1.10331  0.00164237
        4166      1.0545      1.1033  0.00164202
        4167     1.05602     1.10329  0.00164167
        4168     1.05741     1.10328  0.00164131
        4169     1.05868     1.10327  0.00164095
        4170     1.05982     1.10326  0.00164059
        4171     1.06083     1.10325  0.00164023
        4172      1.0617     1.10324  0.00163987
        4173     1.06244     1.10323   0.0016395
        4174     1.06306     1.10322  0.00163914
        4175     1.06354     1.10321  0.00163877
        4176      1.0639      1.1032  0.00163841
        4177     1.06413     1.10319  0.00163804
        4178     1.06425     1.10318  0.00163768
        4179     1.06425     1.10317  0.00163731
        4180     1.06415     1.10316  0.00163695
        4181     1.06394     1.10315  0.00163658
        4182     1.06365     1.10314  0.00163622
        4183     1.06326     1.10313  0.00163585
        4184      1.0628     1.10312  0.00163549
        4185     1.06227     1.10311  0.00163513
        4186     1.06167      1.1031  0.00163477
        4187     1.06102     1.10309  0.00163441
        4188     1.06033     1.10308  0.00163405
        4189      1.0596     1.10307  0.00163369
        4190     1.05883     1.10306  0.00163334
        4191     1.05804     1.10305  0.00163298
        4192     1.05723     1.10304  0.00163263
        4193     1.05641     1.10303  0.00163228
        4194     1.05558     1.10302  0.00163193
        4195     1.05474     1.10301  0.00163158
        4196      1.0539     1.10299  0.00163123
        4197     1.05306     1.10298  0.00163089
        4198     1.05222     1.10297  0.00163054
        4199     1.05138     1.10296   0.0016302
        4200     1.05055     1.10295  0.00162986
        4201     1.04973     1.10293  0.00162952
        4202      1.0489     1.10292  0.00162919
        4203     1.04809     1.10291  0.00162885
        4204     1.04729     1.10289  0.00162852
        4205      1.0465     1.10288  0.00162818
        4206     1.04572     1.10287  0.00162785
        4207     1.04496     1.10285  0.00162753
        4208     1.04423     1.10284   0.0016272
        4209     1.04352     1.10283  0.00162687
        4210     1.04285     1.10281  0.00162655
        4211     1.04222      1.1028  0.00162623
        4212     1.04165     1.10278  0.00162591
        4213     1.04114     1.10277  0.00162559
        4214     1.04069     1.10275  0.00162527
        4215     1.04034     1.10274  0.00162495
        4216     1.04007     1.10272  0.00162463
        4217     1.03992     1.10271  0.00162431
        4218     1.03988     1.10269    0.001624
        4219     1.03998     1.10268  0.00162368
        4220     1.04021     1.10266  0.00162336
        4221      1.0406     1.10265  0.00162304
        4222     1.04116     1.10263  0.00162273
        4223     1.04188     1.10262   0.0016224
        4224     1.04278     1.10261  0.00162208
        4225     1.04387     1.10259  0.00162176
        4226     1.04514     1.10258  0.00162143
        4227      1.0466     1.10256   0.0016211
        4228     1.04825     1.10255  0.00162077
        4229     1.05009     1.10254  0.00162043
        4230     1.05211     1.10253  0.00162009
        4231      1.0543     1.10252  0.00161975
        4232     1.05666     1.10251  0.00161941
        4233     1.05918      1.1025  0.00161905
        4234     1.06184     1.10249   0.0016187
        4235     1.06464     1.10248  0.00161834
        4236     1.06755     1.10247  0.00161798
        4237     1.07057     1.10246  0.00161762
        4238     1.07367     1.10245  0.00161725
        4239     1.07684     1.10245  0.00161688
        4240     1.08006     1.10244  0.00161651
        4241     1.08331     1.10244  0.00161613
        4242     1.08658     1.10243  0.00161576
        4243     1.08986     1.10243  0.00161538
        4244     1.09311     1.10243    0.001615
        4245     1.09633     1.10243  0.00161462
        4246     1.09951     1.10243  0.00161424
        4247     1.10261     1.10243  0.00161386
        4248     1.10564     1.10243  0.00161348
        4249     1.10857     1.10243   0.0016131
        4250     1.11139     1.10243  0.00161272
        4251     1.11409     1.10243  0.00161234
        4252     1.11665     1.10244  0.00161197
        4253     1.11905     1.10244  0.00161159
        4254      1.1213     1.10245  0.00161122
        4255     1.12338     1.10245  0.00161085
        4256     1.12527     1.10246  0.00161048
        4257     1.12697     1.10246  0.00161011
        4258     1.12847     1.10247  0.00160975
        4259     1.12976     1.10247  0.00160938
        4260     1.13084     1.10248  0.00160902
        4261      1.1317     1.10249  0.00160865
        4262     1.13234      1.1025  0.00160829
        4263     1.13276      1.1025  0.00160793
        4264     1.13296     1.10251  0.00160757
        4265     1.13294     1.10252  0.00160721
        4266     1.13271     1.10252  0.00160685
        4267     1.13228     1.10253  0.00160649
        4268     1.13165     1.10254  0.00160612
        4269     1.13084     1.10254  0.00160576
        4270     1.12986     1.10255   0.0016054
        4271     1.12873     1.10256  0.00160503
        4272     1.12747     1.10256  0.00160467
        4273      1.1261     1.10257   0.0016043
        4274     1.12464     1.10257  0.00160394
        4275     1.12312     1.10258  0.00160357
        4276     1.12155     1.10258   0.0016032
        4277     1.11997     1.10259  0.00160283
        4278      1.1184     1.10259  0.00160246
        4279     1.11686     1.10259  0.00160209
        4280     1.11539      1.1026  0.00160172
        4281     1.11401      1.1026  0.00160134
        4282     1.11275      1.1026  0.00160097
        4283     1.11162      1.1026   0.0016006
        4284     1.11066     1.10261  0.00160023
        4285     1.10987     1.10261  0.00159985
        4286     1.10928     1.10261  0.00159948
        4287      1.1089     1.10261  0.00159911
        4288     1.10875     1.10261  0.00159874
        4289     1.10883     1.10261  0.00159837
        4290     1.10914     1.10261  0.00159799
        4291      1.1097     1.10262  0.00159762
        4292     1.11049     1.10262  0.00159725
        4293     1.11152     1.10262  0.00159688
        4294     1.11278     1.10262  0.00159651
        4295     1.11425     1.10263  0.00159614
        4296     1.11593     1.10263  0.00159577
        4297      1.1178     1.10263   0.0015954
        4298     1.11984     1.10264  0.00159504
        4299     1.12203     1.10264  0.00159467
        4300     1.12434     1.10265  0.00159431
        4301     1.12677     1.10265  0.00159395
        4302     1.12928     1.10266  0.00159359
        4303     1.13184     1.10266  0.00159324
        4304     1.13445     1.10267  0.00159288
        4305     1.13707     1.10268  0.00159253
        4306     1.13968     1.10269  0.00159219
        4307     1.14225      1.1027  0.00159184
        4308     1.14477     1.10271   0.0015915
        4309     1.14721     1.10272  0.00159117
        4310     1.14956     1.10273  0.00159084
        4311      1.1518     1.10274  0.00159051
        4312      1.1539     1.10275  0.00159018
        4313     1.15586     1.10276  0.00158986
        4314     1.15766     1.10278  0.00158954
        4315     1.15929     1.10279  0.00158923
        4316     1.16074      1.1028  0.00158892
        4317     1.16199     1.10282  0.00158861
        4318     1.16303     1.10283   0.0015883
        4319     1.16387     1.10284    0.001588
        4320     1.16448     1.10286  0.00158769
        4321     1.16488     1.10287  0.00158739
        4322     1.16506     1.10289  0.00158709
        4323     1.16501      1.1029  0.00158679
        4324     1.16473     1.10292  0.00158648
        4325     1.16423     1.10293  0.00158618
        4326     1.16351     1.10294  0.00158588
        4327     1.16257     1.10296  0.00158557
        4328     1.16142     1.10297  0.00158526
        4329     1.16006     1.10299  0.00158495
        4330      1.1585       1.103  0.00158464
        4331     1.15675     1.10301  0.00158432
        4332     1.15482     1.10302    0.001584
        4333     1.15272     1.10303  0.00158367
        4334     1.15046     1.10304  0.00158335
        4335     1.14805     1.10306  0.00158301
        4336     1.14551     1.10306  0.00158268
        4337     1.14284     1.10307  0.00158234
        4338     1.14007     1.10308    0.001582
        4339     1.13721     1.10309  0.00158165
        4340     1.13427      1.1031  0.00158131
        4341     1.13127      1.1031  0.00158096
        4342     1.12822     1.10311   0.0015806
        4343     1.12514     1.10311  0.00158025
        4344     1.12204     1.10312  0.00157989
        4345     1.11893     1.10312  0.00157953
        4346     1.11583     1.10313  0.00157917
        4347     1.11276     1.10313  0.00157881
        4348     1.10973     1.10313  0.00157844
        4349     1.10674     1.10313  0.00157808
        4350     1.10381     1.10313  0.00157772
        4351     1.10095     1.10313  0.00157736
        4352     1.09818     1.10313  0.00157699
        4353     1.09549     1.10313  0.00157663
        4354      1.0929     1.10312  0.00157627
        4355     1.09041     1.10312  0.00157591
        4356     1.08802     1.10312  0.00157556
        4357     1.08576     1.10311   0.0015752
        4358      1.0836     1.10311  0.00157484
        4359     1.08157     1.10311  0.00157449
        4360     1.07965      1.1031  0.00157414
        4361     1.07786     1.10309  0.00157379
        4362     1.07618     1.10309  0.00157344
        4363     1.07462     1.10308  0.00157309
        4364     1.07317     1.10307  0.00157275
        4365     1.07182     1.10307   0.0015724
        4366     1.07058     1.10306  0.00157206
        4367     1.06944     1.10305  0.00157172
        4368     1.06838     1.10304  0.00157138
        4369     1.06741     1.10304  0.00157104
        4370      1.0665     1.10303   0.0015707
        4371     1.06567     1.10302  0.00157037
        4372     1.06488     1.10301  0.00157003
        4373     1.06415       1.103   0.0015697
        4374     1.06346     1.10299  0.00156937
        4375     1.06281     1.10298  0.00156903
        4376     1.06218     1.10297   0.0015687
        4377     1.06158     1.10296  0.00156837
        4378       1.061     1.10295  0.00156804
        4379     1.06043     1.10295  0.00156772
        4380     1.05988     1.10294  0.00156739
        4381     1.05935     1.10293  0.00156706
        4382     1.05884     1.10292  0.00156674
        4383     1.05835     1.10291  0.00156641
        4384     1.05789     1.10289  0.00156609
        4385     1.05746     1.10288  0.00156577
        4386     1.05707     1.10287  0.00156544
        4387     1.05672     1.10286  0.00156512
        4388     1.05644     1.10285   0.0015648
        4389     1.05621     1.10284  0.00156448
        4390     1.05607     1.10283  0.00156416
        4391       1.056     1.10282  0.00156384
        4392     1.05604     1.10281  0.00156352
        4393     1.05617      1.1028   0.0015632
        4394     1.05642     1.10279  0.00156288
        4395      1.0568     1.10278  0.00156256
        4396      1.0573     1.10277  0.00156224
        4397     1.05793     1.10276  0.00156192
        4398     1.05871     1.10275  0.00156159
        4399     1.05963     1.10274  0.00156127
        4400      1.0607     1.10273  0.00156094
        4401     1.06191     1.10272  0.00156062
        4402     1.06328     1.10271  0.00156029
        4403     1.06478      1.1027  0.00155996
        4404     1.06642     1.10269  0.00155963
        4405      1.0682     1.10269  0.00155929
        4406     1.07009     1.10268  0.00155896
        4407     1.07208     1.10267  0.00155862
        4408     1.07418     1.10267  0.00155828
        4409     1.07635     1.10266  0.00155793
        4410     1.07858     1.10265  0.00155759
        4411     1.08086     1.10265  0.00155725
        4412     1.08316     1.10264   0.0015569
        4413     1.08546     1.10264  0.00155655
        4414     1.08774     1.10264   0.0015562
        4415     1.08997     1.10263  0.00155585
        4416     1.09213     1.10263   0.0015555
        4417      1.0942     1.10263  0.00155515
        4418     1.09615     1.10263   0.0015548
        4419     1.09796     1.10263  0.00155445
        4420     1.09961     1.10263   0.0015541
        4421     1.10108     1.10263  0.00155374
        4422     1.10234     1.10263  0.00155339
        4423     1.10338     1.10263  0.00155304
        4424     1.10419     1.10263  0.00155269
        4425     1.10475     1.10263  0.00155234
        4426     1.10505     1.10263  0.00155199
        4427     1.10509     1.10263  0.00155164
        4428     1.10485     1.10263  0.00155129
        4429     1.10433     1.10263  0.00155094
        4430     1.10353     1.10263  0.00155059
        4431     1.10245     1.10263  0.00155024
        4432     1.10109     1.10263  0.00154989
        4433     1.09946     1.10263  0.00154954
        4434     1.09757     1.10263  0.00154919
        4435     1.09542     1.10263  0.00154884
        4436     1.09302     1.10262  0.00154849
        4437     1.09038     1.10262  0.00154815
        4438     1.08752     1.10262   0.0015478
        4439     1.08443     1.10261  0.00154746
        4440     1.08115     1.10261  0.00154712
        4441     1.07767      1.1026  0.00154678
        4442     1.07401      1.1026  0.00154645
        4443     1.07018     1.10259  0.00154611
        4444      1.0662     1.10258  0.00154579
        4445     1.06207     1.10257  0.00154547
        4446     1.05781     1.10256  0.00154515
        4447     1.05343     1.10255  0.00154484
        4448     1.04895     1.10254  0.00154454
        4449     1.04436     1.10253  0.00154425
        4450      1.0397     1.10251  0.00154397
        4451     1.03495      1.1025   0.0015437
        4452     1.03014     1.10248  0.00154344
        4453     1.02529     1.10246  0.00154319
        4454     1.02039     1.10244  0.00154295
        4455     1.01546     1.10242  0.00154273
        4456     1.01052      1.1024  0.00154252
        4457     1.00558     1.10238  0.00154233
        4458     1.00066     1.10236  0.00154215
        4459    0.995759     1.10234  0.00154199
        4460    0.990905     1.10231  0.00154185
        4461     0.98611     1.10228  0.00154172
        4462    0.981393     1.10226  0.00154161
        4463     0.97677     1.10223  0.00154152
        4464    0.972259      1.1022  0.00154145
        4465    0.967878     1.10217   0.0015414
        4466    0.963648     1.10214  0.00154137
        4467    0.959586     1.10211  0.00154135
        4468    0.955714     1.10207  0.00154136
        4469     0.95205     1.10204  0.00154138
        4470    0.948616     1.10201  0.00154141
        4471    0.945431     1.10197  0.00154147
        4472    0.942513     1.10194  0.00154154
        4473    0.939882      1.1019  0.00154162
        4474    0.937556     1.10186  0.00154171
        4475    0.935555     1.10183  0.00154181
        4476    0.933897     1.10179  0.00154192
        4477    0.932598     1.10175  0.00154204
        4478    0.931673     1.10171  0.00154217
        4479    0.931137     1.10167  0.00154229
        4480    0.931005     1.10164  0.00154242
        4481    0.931291      1.1016  0.00154254
        4482    0.932006     1.10156  0.00154266
        4483    0.933158     1.10152  0.00154278
        4484    0.934755     1.10149  0.00154288
        4485    0.936799     1.10145  0.00154297
        4486    0.939292     1.10141  0.00154305
        4487    0.942229     1.10138  0.00154312
        4488    0.945605     1.10134  0.00154316
        4489     0.94941     1.10131  0.00154319
        4490    0.953628     1.10128   0.0015432
        4491    0.958238     1.10124  0.00154318
        4492    0.963219     1.10121  0.00154314
        4493    0.968543     1.10118  0.00154308
        4494    0.974179     1.10116    0.001543
        4495    0.980092     1.10113  0.00154289
        4496    0.986243      1.1011  0.00154276
        4497    0.992593     1.10108   0.0015426
        4498    0.999101     1.10106  0.00154243
        4499     1.00573     1.10103  0.00154223
        4500     1.01242     1.10102  0.00154201
        4501     1.01915       1.101  0.00154178
        4502     1.02587     1.10098  0.00154153
        4503     1.03255     1.10097  0.00154126
        4504     1.03913     1.10095  0.00154098
        4505      1.0456     1.10094  0.00154068
        4506      1.0519     1.10093  0.00154038
        4507     1.05803     1.10092  0.00154007
        4508     1.06394     1.10091  0.00153975
        4509      1.0696      1.1009  0.00153942
        4510     1.07501      1.1009  0.00153909
        4511     1.08013     1.10089  0.00153876
        4512     1.08496     1.10089  0.00153842
        4513     1.08946     1.10089  0.00153808
        4514     1.09365     1.10089  0.00153774
        4515      1.0975     1.10088   0.0015374
        4516       1.101     1.10088  0.00153706
        4517     1.10416     1.10089  0.00153672
        4518     1.10697     1.10089  0.00153638
        4519     1.10942     1.10089  0.00153604
        4520     1.11152     1.10089  0.00153571
        4521     1.11327     1.10089  0.00153537
        4522     1.11467      1.1009  0.00153503
        4523     1.11572      1.1009   0.0015347
        4524     1.11643      1.1009  0.00153436
        4525      1.1168     1.10091  0.00153403
        4526     1.11684     1.10091  0.00153369
        4527     1.11654     1.10091  0.00153336
        4528     1.11593     1.10092  0.00153302
        4529     1.11499     1.10092  0.00153268
        4530     1.11375     1.10092  0.00153235
        4531     1.11219     1.10093  0.00153201
        4532     1.11035     1.10093  0.00153168
        4533     1.10821     1.10093  0.00153134
        4534     1.10579     1.10093    0.001531
        4535     1.10309     1.10093  0.00153066
        4536     1.10013     1.10093  0.00153033
        4537     1.09693     1.10093  0.00152999
        4538     1.09348     1.10093  0.00152965
        4539     1.08981     1.10093  0.00152932
        4540     1.08593     1.10092  0.00152899
        4541     1.08186     1.10092  0.00152865
        4542     1.07762     1.10091  0.00152833
        4543     1.07323     1.10091    0.001528
        4544      1.0687      1.1009  0.00152768
        4545     1.06407     1.10089  0.00152737
        4546     1.05935     1.10088  0.00152706
        4547     1.05458     1.10087  0.00152676
        4548     1.04978     1.10086  0.00152646
        4549     1.04497     1.10085  0.00152618
        4550     1.04019     1.10084   0.0015259
        4551     1.03545     1.10082  0.00152563
        4552      1.0308     1.10081  0.00152537
        4553     1.02625     1.10079  0.00152513
        4554     1.02184     1.10077  0.00152489
        4555     1.01759     1.10075  0.00152467
        4556     1.01352     1.10074  0.00152445
        4557     1.00965     1.10072  0.00152425
        4558     1.00602     1.10069  0.00152405
        4559     1.00263     1.10067  0.00152387
        4560     0.99951     1.10065   0.0015237
        4561    0.996674     1.10063  0.00152354
        4562    0.994135      1.1006  0.00152338
        4563    0.991904     1.10058  0.00152323
        4564    0.989992     1.10056  0.00152309
        4565    0.988405     1.10053  0.00152296
        4566    0.987147     1.10051  0.00152283
        4567    0.986224     1.10048   0.0015227
        4568    0.985637     1.10046  0.00152257
        4569    0.985386     1.10043  0.00152245
        4570    0.985471     1.10041  0.00152232
        4571    0.985889     1.10038  0.00152219
        4572    0.986637     1.10036  0.00152206
        4573    0.987713     1.10033  0.00152193
        4574    0.989112     1.10031  0.00152179
        4575    0.990829     1.10028  0.00152165
        4576    0.992856     1.10026   0.0015215
        4577    0.995187     1.10024  0.00152134
        4578    0.997814     1.10021  0.00152117
        4579     1.00073     1.10019  0.00152099
        4580     1.00392     1.10017  0.00152081
        4581     1.00737     1.10015  0.00152061
        4582     1.01108     1.10013   0.0015204
        4583     1.01502     1.10011  0.00152018
        4584     1.01918      1.1001  0.00151995
        4585     1.02355     1.10008  0.00151971
        4586      1.0281     1.10006  0.00151946
        4587     1.03281     1.10005   0.0015192
        4588     1.03766     1.10004  0.00151893
        4589     1.04263     1.10002  0.00151865
        4590      1.0477     1.10001  0.00151837
        4591     1.05283         1.1  0.00151807
        4592     1.05801     1.09999  0.00151777
        4593     1.06321     1.09998  0.00151746
        4594      1.0684     1.09998  0.00151714
        4595     1.07357     1.09997  0.00151682
        4596     1.07868     1.09997   0.0015165
        4597     1.08372     1.09996  0.00151617
        4598     1.08866     1.09996  0.00151585
        4599     1.09349     1.09996  0.00151552
        4600      1.0982     1.09996  0.00151519
        4601     1.10276     1.09996  0.00151486
        4602     1.10716     1.09996  0.00151453
        4603     1.11139     1.09996   0.0015142
        4604     1.11544     1.09997  0.00151388
        4605      1.1193     1.09997  0.00151356
        4606     1.12297     1.09998  0.00151324
        4607     1.12643     1.09998  0.00151292
        4608     1.12968     1.09999   0.0015126
        4609     1.13271         1.1  0.00151229
        4610     1.13554         1.1  0.00151198
        4611     1.13814     1.10001  0.00151168
        4612     1.14052     1.10002  0.00151138
        4613     1.14269     1.10003  0.00151108
        4614     1.14463     1.10004  0.00151078
        4615     1.14635     1.10005  0.00151049
        4616     1.14785     1.10006  0.00151019
        4617     1.14913     1.10007   0.0015099
        4618     1.15019     1.10008  0.00150962
        4619     1.15104     1.10009  0.00150933
        4620     1.15167      1.1001  0.00150904
        4621     1.15209     1.10011  0.00150876
        4622      1.1523     1.10013  0.00150848
        4623     1.15231     1.10014  0.00150819
        4624     1.15212     1.10015  0.00150791
        4625     1.15174     1.10016  0.00150762
        4626     1.15116     1.10017  0.00150734
        4627     1.15041     1.10018  0.00150705
        4628     1.14948     1.10019  0.00150676
        4629     1.14839      1.1002  0.00150647
        4630     1.14715     1.10021  0.00150618
        4631     1.14576     1.10022  0.00150589
        4632     1.14424     1.10023  0.00150559
        4633      1.1426     1.10024   0.0015053
        4634     1.14086     1.10025    0.001505
        4635     1.13903     1.10026   0.0015047
        4636     1.13712     1.10027  0.00150439
        4637     1.13517     1.10027  0.00150409
        4638     1.13317     1.10028  0.00150378
        4639     1.13116     1.10029  0.00150347
        4640     1.12915     1.10029  0.00150316
        4641     1.12715      1.1003  0.00150285
        4642      1.1252      1.1003  0.00150253
        4643      1.1233     1.10031  0.00150222
        4644     1.12148     1.10031   0.0015019
        4645     1.11976     1.10032  0.00150158
        4646     1.11815     1.10032  0.00150126
        4647     1.11666     1.10033  0.00150094
        4648     1.11532     1.10033  0.00150062
        4649     1.11413     1.10033   0.0015003
        4650      1.1131     1.10033  0.00149998
        4651     1.11224     1.10034  0.00149966
        4652     1.11155     1.10034  0.00149934
        4653     1.11103     1.10034  0.00149902
        4654     1.11069     1.10034   0.0014987
        4655     1.11052     1.10035  0.00149838
        4656     1.11051     1.10035  0.00149806
        4657     1.11065     1.10035  0.00149774
        4658     1.11094     1.10035  0.00149742
        4659     1.11137     1.10036   0.0014971
        4660     1.11193     1.10036  0.00149678
        4661     1.11259     1.10036  0.00149647
        4662     1.11336     1.10036  0.00149615
        4663     1.11421     1.10037  0.00149583
        4664     1.11514     1.10037  0.00149551
        4665     1.11614     1.10037  0.00149519
        4666     1.11719     1.10038  0.00149488
        4667     1.11828     1.10038  0.00149456
        4668     1.11942     1.10038  0.00149425
        4669     1.12059     1.10039  0.00149393
        4670     1.12178     1.10039  0.00149362
        4671       1.123      1.1004  0.00149331
        4672     1.12423      1.1004    0.001493
        4673     1.12548     1.10041  0.00149269
        4674     1.12674     1.10041  0.00149238
