#     BLOCK:   DISTANCE:   ACT_GOFR:    AVE_GOFR:        ERROR:
           6    0.243672           0           0           0
           6    0.269321           0           0           0
           6    0.294971           0           0           0
           6     0.32062           0           0           0
           6     0.34627           0           0           0
           6     0.37192           0           0           0
           6    0.397569           0           0           0
           6    0.423219           0           0           0
           6    0.448869           0           0           0
           6    0.474518           0           0           0
           6    0.500168           0           0           0
           6    0.525818           0           0           0
           6    0.551467           0           0           0
           6    0.577117           0           0           0
           6    0.602767           0           0           0
           6    0.628416           0           0           0
           6    0.654066           0           0           0
           6    0.679715           0           0           0
           6    0.705365           0           0           0
           6    0.731015           0           0           0
           6    0.756664           0           0           0
           6    0.782314           0           0           0
           6    0.807964           0           0           0
           6    0.833613           0           0           0
           6    0.859263           0           0           0
           6    0.884913 0.000641936  0.00122274 0.000513179
           6    0.910562   0.0215663   0.0222304   0.0020991
           6    0.936212    0.168942    0.166498  0.00608341
           6    0.961861    0.614286     0.58228  0.00801412
           6    0.987511     1.23186     1.21486   0.0222633
           6     1.01316     1.87869     1.87283   0.0119155
           6     1.03881      2.3225     2.31692   0.0133323
           6     1.06446     2.52603     2.51414   0.0160837
           6     1.09011     2.36276     2.48561   0.0309681
           6     1.11576     2.33014      2.3756   0.0324878
           6     1.14141     2.20405      2.2329   0.0251657
           6     1.16706     2.04091     2.04517   0.0310008
           6     1.19271     1.79586     1.78875   0.0292857
           6     1.21836     1.51137     1.56021   0.0307809
           6     1.24401     1.38096      1.4139   0.0101353
           6     1.26966     1.28194     1.26556   0.0106047
           6     1.29531     1.12844     1.14092   0.0153272
           6     1.32096     1.01577     1.01887  0.00987186
           6     1.34661    0.987982    0.923389   0.0136392
           6     1.37226    0.902999    0.841803   0.0189395
           6     1.39791    0.840399    0.784135   0.0144697
           6     1.42355    0.734977    0.768105   0.0189707
           6      1.4492    0.745368    0.722316   0.0161725
           6     1.47485    0.700322    0.701483   0.0166586
           6      1.5005    0.686408    0.691241   0.0109513
           6     1.52615    0.679039      0.6787  0.00774126
           6      1.5518    0.666082    0.674552  0.00773152
           6     1.57745    0.684425    0.677287  0.00941316
           6      1.6031    0.736249    0.678646   0.0125556
           6     1.62875    0.737877    0.690214   0.0110045
           6      1.6544    0.717196    0.709263  0.00912047
           6     1.68005     0.72653     0.71137  0.00798741
           6      1.7057    0.742561    0.743458  0.00514114
           6     1.73135    0.772568    0.793658  0.00772428
           6       1.757    0.793027     0.82579   0.0083604
           6     1.78265    0.835003     0.86205  0.00819887
           6      1.8083    0.886111    0.903747   0.0142406
           6     1.83395    0.925406    0.924193   0.0111526
           6      1.8596    0.972906    0.986301   0.0104548
           6     1.88525     1.04388     1.03595   0.0118657
           6      1.9109     1.06126     1.07284  0.00942025
           6     1.93655     1.11679     1.09231   0.0112176
           6      1.9622     1.14402     1.12614  0.00936916
           6     1.98785     1.14784     1.15455  0.00338381
           6      2.0135     1.18925     1.17537   0.0048231
           6     2.03915     1.21636     1.19547   0.0111196
           6      2.0648     1.20974     1.20811  0.00621598
           6     2.09045     1.18385     1.21214  0.00697285
           6      2.1161     1.16627     1.21566   0.0105132
           6     2.14174     1.17302     1.19073  0.00733309
           6     2.16739     1.15313     1.17996  0.00861844
           6     2.19304     1.12343     1.14223  0.00927956
           6     2.21869     1.11995     1.12158  0.00662345
           6     2.24434     1.08523      1.0918   0.0128919
           6     2.26999     1.07017     1.06437  0.00973218
           6     2.29564     1.03564     1.03384   0.0115612
           6     2.32129     1.00699     1.00358  0.00634835
           6     2.34694    0.984315    0.990974  0.00913498
           6     2.37259     0.97278    0.965402  0.00793705
           6     2.39824    0.928996     0.94043  0.00844765
           6     2.42389    0.909341    0.924503  0.00592994
           6     2.44954    0.902414    0.912618  0.00338054
           6     2.47519    0.907182    0.906141  0.00575723
           6     2.50084    0.908821    0.897524  0.00693498
           6     2.52649    0.920322    0.897676  0.00811867
           6     2.55214    0.917352    0.896401  0.00472197
           7   0.0128248           0           0           0
           7   0.0384745           0           0           0
